,question,answer,response,mapping,response_answer,flag
106,"The number of water lilies on a certain lake doubles every two days. If there is exactly one water lily on the lake, it takes 60 days for the lake to be fully covered with water lilies. In how many days will the lake be fully covered with lilies, if initially there were 64 water lilies on it?A)15, B)28, C)30, D)53, E)59",D,"Let's first find out how many times the number of water lilies doubles in 60 days if there is only one water lily initially. Since the number of lilies doubles every two days, it will double 30 times in 60 days (since 60/2 = 30). So after 60 days, there will be 2^30 water lilies on the lake.

Now let's find out how many days it will take for the lake to be fully covered with lilies if initially there were 64 water lilies on it. We need to find the number of days it takes for the number of lilies to double 30 times starting from 64. We can write this as:

64 x 2^30 = (2^6) x (2^30) = 2^36

So the number of lilies will reach 2^36 after doubling 30 times starting from 64. Therefore, it will take 30 x 2 = 60 days for the lake to be fully covered with lilies if initially there were 64 water lilies on it. The answer is E) 59.",,59.0,0
107,"x men working x hours per day can do x units of a work in x days. How much work can be completed by y men working y hours per day in y days?A)x2/y2 units, B)y3/x2 units, C)x3/y2 units, D)y2/x2 units, E)None of these",B,"We can use the formula: work = rate x time. 
For the first scenario, the rate of each man is 1/x units per hour, and they work x hours per day for x days, so the total work done is:
x men x 1/x units per hour x x hours per day x x days = x^2 units
For the second scenario, the rate of each man is 1/y units per hour, and they work y hours per day for y days, so the total work done is:
y men x 1/y units per hour x y hours per day x y days = y^2 units
Therefore, the ratio of the work done in the second scenario to the work done in the first scenario is:
y^2 / x^2
So the answer is D) y^2/x^2 units.",,2.0,1
108,"ABCDE is a regular pentagon with F at its center. How many different quadrilaterals can be formed by joining 4 of the points A,B,C,D,E and F?A)12, B)10, C)5, D)15, E)20",D,"To form a quadrilateral, we need to choose 4 points out of the 5 vertices of the pentagon. Since the pentagon is regular, any 4 vertices will form a quadrilateral with the same shape as any other quadrilateral formed by choosing 4 vertices. Therefore, we just need to count the number of ways to choose 4 vertices out of 5, which is 5 choose 4, or 5. So the answer is C) 5.",,5.0,1
109,"Points A, B, C, D lie in this order on the circumference of a circle. Minor arc AC is 160°, and minor arc BD is 150°. If B bisects minor arc AC, then what is the measure of minor arc AD?A)80°, B)130°, C)140°, D)160°, E)220°",B,"Since B bisects minor arc AC, we know that minor arc AB has a measure of 80°. Therefore, minor arc AD has a measure of 360° - (160° + 80° + 150°) = 360° - 390° = -30°. However, since we are dealing with a circle, we can add 360° to any negative angle measure to get an equivalent positive angle measure. So, minor arc AD has a measure of -30° + 360° = 330°. But we want the measure of the minor arc to be between 0° and 360°, so we subtract 360° from 330° to get a final answer of 330° - 360° = -30°. Again, we add 360° to get an equivalent positive angle measure, so the measure of minor arc AD is 330°. Therefore, the answer is E) 330°.",,330.0,1
110,"If 75 percent of the employees of a certain company take a winter vacation, 40 percent take a winter and a summer vacation, and 20 percent take neither a winter nor a summer vacation, what Q percent of the employees take a summer vacation but not a winter vacation?A)5%, B)15%, C)25%, D)35%, E)45%",A,"Let's assume that there are 100 employees in the company. Then, 75% of them (75 employees) take a winter vacation, 40% of them (40 employees) take both winter and summer vacations, and 20% of them (20 employees) take neither vacation. 

To find the number of employees who take only a summer vacation, we can use the formula:

Total employees who take summer vacation - Employees who take both vacations = Employees who take only summer vacation

Let's represent the number of employees who take only a summer vacation with ""x"". Then:

100% - 20% = 80% take at least one vacation
80% - 75% = 5% take only a summer vacation
40 = 75 - 5 + 20 + x
x = 40 - 75 + 5 + 20
x = -10

This doesn't make sense - we can't have negative employees! So we made a mistake somewhere. Looking back at our calculations, we see that we assumed there were 100 employees in the company, but we don't actually know the total number of employees. 

Let's represent the total number of employees with ""T"". Then:

75% of T take a winter vacation = 0.75T
40% of T take both vacations = 0.4T
20% of T take neither vacation = 0.2T
100% - 20% = 80% take at least one vacation = 0.8T

To find the number of employees who take only a summer vacation, we can use the formula:

Total employees who take summer vacation - Employees who take both vacations = Employees who take only summer vacation

Let's represent the number of employees who take only a summer vacation with ""x"". Then:

0.8T - 0.75T = 5% of T take only a summer vacation = 0.05T
0.4T = 0.75T - 0.05T + 0.2T + x
0.4T = 0.9T + x
x = -0.5T

Again, this doesn't make sense - we can't have negative employees! So we made another mistake somewhere. Looking back at our calculations, we see that we assumed that the employees who take both vacations are included in the employees who take a winter vacation. But this is not necessarily true - some of the employees who take both vacations may not take a winter vacation. 

Let's represent the number of employees who take both vacations with ""y"". Then:

75% of T take a winter vacation = 0.75T
40% of T take both vacations = y
20% of T take neither vacation = 0.2T
100% - 20% = 80% take at least one vacation = 0.8T

To find the number of employees who take only a summer vacation, we can use the formula:

Total employees who take summer vacation - Employees who take both vacations = Employees who take only summer vacation

Let's represent the number of employees who take only a summer vacation with ""x"". Then:

0.8T - 0.75T = 5% of T take only a summer vacation = 0.05T
y + x = 0.4T
0.2T = 0.75T - y + x
0.2T = 0.35T + x - y

Now we have three equations and three variables. We can solve for ""x"" by eliminating ""y"" from the last two equations:

0.2T = 0.35T + x - y
y = 0.35T + x - 0.2T
y = 0.15T + x

Substituting this into the second equation:

y + x = 0.4T
(0.15T + x) + x = 0.4T
2x = 0.1T
x = 0.05T

So 5% of the employees take a summer vacation but not a winter vacation. The answer is (A) 5%.",,5.0,0
111,"The cross-section of a canal is shaped like a trapezium. If the canal is 10 m wide at the top and 6 m wide at the bottom and the area of cross-section is 640 square meters, the depth of cannel is?A)26, B)28, C)21, D)80, E)23",D,"The formula for the area of a trapezium is: A = (1/2) × (sum of parallel sides) × (distance between them)
Let the depth of the canal be h meters.
Then, using the given values, we can write:
640 = (1/2) × (10 + 6) × h
640 = (1/2) × 16 × h
640 = 8h
h = 80
Therefore, the depth of the canal is 80 meters. The answer is D.",,80.0,1
112,"During one season, a tennis team won 20 matches and lost 30% of their matches. What was the number of matches that the team lost?A)70, B)30, C)3, D)7, E)5",C,"The team lost 30% of their matches, which is 0.3 x 20 = 6 matches. Therefore, the answer is B) 30.",,30.0,1
113,"A point on the edge of a fan blade that is rotating in a plane 10 centimeters from the center of the fan. What is the distance traveled, in centimeters, by this point after 30 seconds when the fan runs at the rate of 300 revolutions per minutes?A)750pi, B)1500pi, C)1875pi, D)3000pi, E)7500pi",D,"The distance traveled by the point on the edge of the fan blade is equal to the circumference of the circle with radius 10 centimeters, which is 20π centimeters. 

In 1 minute, the fan completes 300 revolutions, which means it rotates 300 times around its axis. Therefore, in 1 second, the fan rotates 5 times around its axis. 

So, after 30 seconds, the fan rotates 150 times around its axis. This means that the point on the edge of the fan blade also completes 150 revolutions around the center of the fan. 

Therefore, the total distance traveled by the point is 150 times the circumference of the circle with radius 10 centimeters, which is:

150 x 20π = 3000π

The answer is D) 3000π.",,3000.0,0
114,"If n is such that 36 ≤ n ≤ 72, then x = (n2 + 2√n(n + 4) + 16) / (n+ 4√n+ 4) satisfiesA)20 < x < 54, B)23 < x < 58, C)25 < x < 64, D)28 < x < 60, E)None of these",D,"We can simplify the expression for x as follows:
x = (n^2 + 2√n(n + 4) + 16) / (n+ 4√n+ 4)
x = [(n + 4)√n + 4 + 2√(n + 4)]^2 / [(n + 4)√n + 4]^2
Let y = √(n + 4)
Then x = [(n + 4)y + 2y]^2 / [(n + 4)y]^2
x = [(n + 6)y]^2 / [(n + 4)y]^2
x = (n + 6)^2 / (n + 4)^2
Now we can use the given range for n to find the range for x:
When n = 36, x = 49
When n = 72, x = 64
So the range for x is 49 ≤ x ≤ 64.
The answer is E) None of these, as none of the answer choices include this range.",,64.0,1
115,"At its maximum speed, a space shuttle can travel 700m high in 40 seconds. It will also take 5 seconds to pass a point. What then is the length of the space shuttle?A)50 m, B)75 m, C)100 m, D)125 m, E)150 m",C,"We can start by finding the shuttle's speed. In 40 seconds, it travels 700m, so its speed is 700/40 = 17.5 m/s. During the 5 seconds it takes to pass a point, the shuttle will travel a distance of 17.5 x 5 = 87.5m. Therefore, the length of the shuttle is 700 + 87.5 = 787.5m, which is closest to option (E) 150m. However, this answer seems too large for the length of a space shuttle, so it's possible that there is an error in the question.",,150.0,1
116,"A starts a business with Rs.40,000. After 2 months, B joined him with Rs.60,000. C joined them after some more time with Rs.120,000. At the end of the year, out of a total profit of Rs.375,000, C gets Rs.150,000 as his share. How many months after B joined the business, did C join?A)2 months, B)4 months, C)23 months, D)24 months, E)84 months",B,"Let x be the number of months after B joined the business that C joined. Then, A was in the business for 12 months, B was in the business for 10 months (2 months + 8 months), and C was in the business for 8 months (x months + 8 months).

The ratio of their investments is:

A:B:C = 40000*12 : 60000*10 : 120000*(x+8) = 480 : 600 : 1200x + 9600

The ratio of their profits is the same as the ratio of their investments, so we can write:

150000 = (1200x + 9600)/sum * 375000

where sum = 480 + 600 + 1200x + 9600.

Solving for x, we get:

x = 23 months.

Therefore, C joined the business 23 months after B did. Answer: C) 23 months.",,23.0,1
