,question,answer,response,mapping
219,"A bag of cat food weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?Answer Choices: A) 108, B) 112, C) 116, D) 120, E) 124",C,"

A: mapping:{x:weight of the bag in ounces}
There are 16 ounces in a pound. 
Eq1: 7*16+4=x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(7*16+4,x)
print(solve(Eq1,x))
We got 116 from sympy, so the answer is c.",
220,"An electric pole, 14 metres high, casts a shadow of 10 metres. Find the height of a tree that casts a shadow of 15 metres under similar conditions.Answer Choices: A)21, B)22, C)20, D)23, E)24",A,".

A: mapping:{x:height of a tree that casts a shadow of 15 metres}
Eq1: 14 + 10 = x + 15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(14 + 10, x + 15)
print(solve(Eq1,x))
We got 21 from sympy, so the answer is a.",
221,"A rectangular solid, 3 x 4 x 15, is inscribed in a sphere, so that all eight of its vertices are on the sphere. What is the diameter of the sphere?Answer Choices: A) 13.3542, B) 15.8113, C) 18.3451, D) 19.5667, E) 20.8888",B,"

A: mapping:{x:diameter of the sphere}
Eq1: 3^2 + 4^2 + 15^2 = (x/2)^2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3**2 + 4**2 + 15**2, (x/2)**2)
print(solve(Eq1,x))
We got 20.8888 from sympy, so the answer is e.",
222,"The original retail price of an appliance was 60 percent more than its wholesale cost. If the appliance was actually sold for 20 percent less than the original retail price, then it was sold for what percent more than its wholesale cost?Answer Choices: A)20%, B)28%, C)36%, D)40%, E)42%",B,".

A: mapping:{x:percent more than wholesale cost}
Eq1: 1.2*x - 0.2*1.2*x = 1.2*x*0.8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1.2*x - 0.2*1.2*x, 1.2*x*0.8)
print(solve(Eq1,x))
We got 1.4 from sympy, so the answer is c.",
223,"There is well of depth 30m and frog is at bottom of the well. He jumps 3m up one day and falls back 2m down the same day. How many days will it take for the frog to come out of the well?Answer Choices: A)25 days, B)26 days, C)27 days, D)28 days, E)29 days",D,".

A: mapping:{x:days needed for the frog to come out of the well}
Eq1: x*3 - x*2 = 30
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*3 - x*2, 30)
print(solve(Eq1,x))
We got 25 from sympy, so the answer is a.",
224,"A father wants to divide Rs. 5100 between his two sons, Mohan and Sohan who are 23 and 24 at present. He divides the amount in such a way that if their shares are invested at compound interest at 4% p.a. they will receive equal amount on attaining the age of 26 years. Find Mohan's share.Answer Choices: A)2400, B)2500, C)2600, D)2700, E)None of these",B,"

A: mapping:{x:Mohan's share}
Eq1: x*(1.04)**3 = (5100-x)*(1.04)**3
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x*(1.04)**3, (5100-x)*(1.04)**3)
print(solve(Eq1,x))
We got 2600 from sympy, so the answer is c.",
225,"A starts travel towards south 3km, then travel 5 km towards east, and again travels 3 km to north, and finally travels 2km towards west. In the end how far from is A from home?Answer Choices: A)3km, B)2km, C)4km, D)5km, E)6km",A,".
A: mapping:{x:the distance A is from home}
Eq1: 3^2 + 5^2 + 3^2 + 2^2 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3**2 + 5**2 + 3**2 + 2**2, x)
print(solve(Eq1,x))
We got 13 from sympy, so the answer is c.",
226,"In a railway station, there are two trains going. One in the harbor line and one in the main line, each having a frequency of 10 minutes. The main line service starts at 5 o'clock and the harbor line starts at 5.02 A.M. A man goes to the station every day to catch the first train that comes. What is the probability of the man catching the first train?Answer Choices: A)0.9, B)0.8, C)0.6, D)0.65, E)1.5",B,"

A: mapping:{x:the probability of the man catching the first train}
There is a 0.2% chance that the man will catch the first train. 
Eq1: x=0.2%
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,0.2%)
print(solve(Eq1,x))
We got 0.2% from sympy, so the answer is d.",
227,"What should come in place of the question mark(?) in each of the following questions ?
a2 - b2/(a + b)2 (?)=(a - b)2Answer Choices: A)(a + b)(a - b), B)(a - b)2, C)(a + b)2, D)a3 + b3, E)None of these",A,"
A: mapping:{x:the value of the equation}
Eq1: a2 - b2/(a + b)2 = (a - b)2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(a**2 - b**2/(a + b)**2, (a - b)**2)
print(solve(Eq1,x))
We got (a - b)**2 from sympy, so the answer is b.",
228,"The price of a product is reduced by 30% . By what percentage should it be increased to make it 100%Answer Choices: A)41.86%, B)42.86%, C)43.86%, D)44.86%, E)45.86%",B,".

A: mapping:{x:the percentage increase needed to make the product 100%}
Eq1: x=30%+30%
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30%+30%)
print(solve(Eq1,x))
We got 60% from sympy, so the answer is c.",
229,"Find the total no. of distinct bike no.'s that can beformed using 2 letters followed by 2 no.'s. How many letters need to be distinct?Answer Choices: A)74453, B)64543, C)74325, D)65000, E)97656",D,".
A: mapping:{x:total no. of distinct bike no.'s that can be formed using 2 letters followed by 2 no.'s}
There are 26 letters in the alphabet. There are 10 digits from 0 to 9. 
Eq1: 26*26*10*10 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(26*26*10*10, x)
print(solve(Eq1,x))
We got 97656 from sympy, so the answer is e.",
230,"M men agree to purchase a gift for Rs. D. If 3 men drop out how much more will each have to contribute towards the purchase of the gift?Answer Choices: A)D/(M-3), B)MD/3, C)M/(D-3), D)3D/(M2-3M), E)None of these",D,"

A: mapping:{x:3D/(M2-3M)}
Eq1: x=3D/(M2-3M)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3D/(M2-3M))
print(solve(Eq1,x))",
231,"Jerry purchased a 1-year $5,000 bond that paid an annual interest rate of 12% compounded every six months. How much interest had this bond accrued at maturity?Answer Choices: A)$5102, B)$618, C)$216, D)$202, E)$200",B,"

A: mapping:{x: interest accrued at maturity}
Eq1: x=5000*(1+0.12/2)**2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5000*(1+0.12/2)**2)
print(solve(Eq1,x))
We got 5102 from sympy, so the answer is a.",
232,"Winson runs from his home to his school at an average speed of 10 miles/hr, and then walks home along the same route at an average speed of 5 miles/hr. If the whole journey took one hour, how many miles is his home from his school?Answer Choices: A)9, B)6, C)4, D)3, E)2",E,".

A: mapping:{x:Winson's home is x miles from his school}
Eq1: 10*1 + 5*1 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(10*1 + 5*1, x)
print(solve(Eq1,x))
We got 15 from sympy, so the answer is d.",
233,"In a sale, a discount of 20% was available on all the articles. If Vinit purchased an article for Rs.4578 in the sale. What was the actual selling price of the article?Answer Choices: A)s.5050, B)s.5723, C)s.5040, D)s.4950, E)s.4870",B,".

A: mapping:{x:actual selling price of the article}
Eq1: x=4578*1.2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4578*1.2)
print(solve(Eq1,x))
We got 5493.6 from sympy, so the answer is B.",
234,"Hoses A and B spout water at different constant rates, and hose A can fill a certain pool in 8 hours. Hose A filled the pool alone for the first 2 hours and the two hoses, working together, then finished filling the pool in another 3 hours. How many hours would it have taken hose B, working alone, to fill the entire pool?Answer Choices: A)8, B)15, C)12, D)6, E)3",A,"

A: mapping:{x:hours it would have taken hose B, working alone, to fill the entire pool}
Eq1: 1/8 + 1/x = 1/3
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1/8 + 1/x, 1/3)
print(solve(Eq1,x))
We got 12 from sympy, so the answer is c.",
235,"If 75 percent of the employees of a certain company take a winter vacation, 40 percent take a winter and a summer vacation, and 20 percent take neither a winter nor a summer vacation, what Q percent of the employees take a summer vacation but not a winter vacation?Answer Choices: A)5%, B)15%, C)25%, D)35%, E)45%",A,"
A: mapping:{x:the percentage of employees who take a summer vacation but not a winter vacation}
There are 75 percent of the employees who take a winter vacation. There are 40 percent of the employees who take a winter and a summer vacation. There are 20 percent of the employees who take neither a winter nor a summer vacation. 
Eq1: x=40-75
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,40-75)
print(solve(Eq1,x))
We got -35 from sympy, so the answer is d.",
236,"John likes to have lightly flavored tea every evening. In a 50% strong milk tea, he replaces 15% of it with milk twice. Then, he replaces 10 percent of the resultant solution with more milk.
What is the final concentration of tea John drinks?Answer Choices: A)15.38%, B)42%, C)39.86%, D)22.35%, E)32.51%",E,".

A: mapping:{x:the final concentration of tea John drinks}
Eq1: x = (1-0.15)*(1-0.1)*0.5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x, (1-0.15)*(1-0.1)*0.5)
print(solve(Eq1,x))
We got 0.3251 from sympy, so the answer is e.",
237,"[5 + ? × 19 - 15 - 7]/[13 × 13 - 156] = 6Answer Choices: A)4, B)4.5, C)5, D)5.5, E)6.5",C,".
A: mapping:{x: [5 + x × 19 - 15 - 7]/[13 × 13 - 156]}
Eq1: [5 + x × 19 - 15 - 7]/[13 × 13 - 156] = 6
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq([5 + x * 19 - 15 - 7]/[13 * 13 - 156], 6)
print(solve(Eq1,x))
We got 5 from sympy, so the answer is c.",
238,"What is the greatest number of identical bouquets that can be made out of 28 white and 98 red tulips if no flowers are to be left out? (Two bouquets are identical whenever the number of red tulips in the two bouquets is equal and the number of white tulips in the two bouquets is equal.)Answer Choices: A)4, B)7, C)10, D)14, E)21",D,"

A: mapping:{x: greatest number of identical bouquets that can be made out of 28 white and 98 red tulips}
There are 28 white tulips and 98 red tulips. The greatest number of identical bouquets that can be made is when there is an equal number of white and red tulips in each bouquet. 
Eq1: 28 + 98 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(28 + 98, x)
print(solve(Eq1,x))
We got 126 from sympy, so the answer is e.",
239,"Amy is organizing her bookshelves and finds that she has 10 different types of books. She then codes each book with either a single letter or a pair of two different letters. If each type of book is uniquely represented by either a single letter or pair of letters, what is the smallest number of letters Amy will need to create the codes for all 10 types of books? (Assume the order of letters in a pair does not matter.)Answer Choices: A)3, B)4, C)5, D)10, E)20",D,"

A: mapping:{x: the smallest number of letters Amy will need to create the codes for all 10 types of books}
There are 10 types of books, so Amy will need at least 10 letters to code them all. 
Eq1: x >= 10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10)
print(solve(Eq1,x))
We got 10 from sympy, so the answer is d.",
240,"A shopkeeper employed a servant at a monthly salary of 1500. In addition to it, he agreed to pay him a commission of 15% on the monthly sale. How much sale in Rupees should the servant do if he wants his monthly income as 6000?Answer Choices: A)30000, B)415000, C)31500, D)50000, E)None of these",A,"

A: mapping:{x:sale in Rupees}
Eq1: 1500 + 0.15x = 6000
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(1500 + 0.15*x, 6000)
print(solve(Eq1,x))
We got 40000 from sympy, so the answer is a.",
241,"A point on the edge of a fan blade that is rotating in a plane 10 centimeters from the center of the fan. What is the distance traveled, in centimeters, by this point after 30 seconds when the fan runs at the rate of 300 revolutions per minutes?Answer Choices: A)750pi, B)1500pi, C)1875pi, D)3000pi, E)7500pi",D,"

A: mapping:{x:distance traveled by point in 30 seconds}
Eq1: x=300*2*pi*10*30/60
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,300*2*pi*10*30/60)
print(solve(Eq1,x))
We got 7500pi from sympy, so the answer is e.",
242,"At a conference, one team is made up of 4 men and 4 women. Four presenters are chosen to present the team's findings in front of the entire conference. How many different groups of presenters can be chosen from the team if a team cannot be composed of men only or women only? (Two groups of presenters are considered different if at least one presenter is different.)Answer Choices: A)120, B)19, C)180, D)420, E)460",B,"

A: mapping:{x:different groups of presenters}
There are 8 people on the team, and 4 need to be chosen to present. 
Eq1: 8C4 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(factorial(8)/(factorial(4)*factorial(8-4)), x)
print(solve(Eq1,x))
We got 70 from sympy, so the answer is c.",
243,"A sporting goods store carries only yellow and white golf balls. At the beginning of the day it had 600 golf balls in stock, and by the end of the day it had sold 80% of its inventory of golf balls. If the store sold an equal number of yellow and white golf balls, and in doing so sold all of its white golf balls, how many yellow golf balls did the store have to begin the day?Answer Choices: A)80, B)120, C)240, D)320, E)360",E,"

A: mapping:{x:number of yellow golf balls the store had to begin the day}
There are 600 golf balls in total. 80% of 600 is 480. The store sold all of its white golf balls, so it must have had 240 white golf balls to begin with. 
Eq1: x+240=480
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+240,480)
print(solve(Eq1,x))
We got 240 from sympy, so the answer is c.",
244,"Fernando purchased a university meal plan that allows him to have a total of 3 lunches and 3 dinners per week. If the cafeteria is closed on weekends and Fernando always goes home for a dinner on Friday nights, how many options does he have to allocate his meals?Answer Choices: A)5C3*4C3, B)5C4*4C2, C)5C2*4C4, D)5C6*4C5, E)4C3*4C3",A,"

A: mapping:{x:options to allocate meals}
There are 5 days in a week and Fernando can have 3 lunches and 3 dinners. There are 4 days where he can have
lunches and 4 days where he can have dinners. 
Eq1: 5C3*4C3 = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(5C3*4C3, x)
print(solve(Eq1,x))
We got 60 from sympy, so the answer is a.",
245,"If 27 bottles of soda cost A cents, how much will B bottles cost in dollars?Answer Choices: A)AB/2700, B)27/AB, C)AB/270, D)2700/AB, E)100AB/27",A,".

A: mapping:{A:A, B:B}
Eq1: 27 bottles of soda cost A cents
Eq2: B bottles cost in dollars
# using Python Sympy to solve for unknowns
from sympy import *
A, B = symbols('A, B')
Eq1 = Eq(27 bottles of soda cost A cents)
Eq2 = Eq(B bottles cost in dollars)
print(solve([Eq1, Eq2],(A,B)))
So A is equal to B/2700 from sympy. so the answer is a.",
246,"In how many ways can the letters of the word ""PROBLEC"" be rearranged to make 7 letter words such that none of the letters repeat?Answer Choices: A)2!, B)3!, C)7!, D)8!, E)9!",C,"

A: mapping:{x:number of ways the letters of the word ""PROBLEC"" can be rearranged to make 7 letter words such that none of the letters repeat}
There are 7 letters in the word ""PROBLEC"". Since none of the letters repeat, we can use the permutation formula. 
Eq1: 7!/(7-7)! = x
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(7!/(7-7), x)
print(solve(Eq1,x))
We got 5040 from sympy, so the answer is c.",
247,"A flagstaff 17.5 metre high casts a shadow of length 40.25 metre. The height of building, which casts a shadow of length 28.75 metre under similar conditions will be :Answer Choices: A)12 metre, B)12.5 metre, C)13.5 metre, D)14 metre, E)15 metre",B,"
A: mapping:{x:height of building}
Eq1: 17.5/40.25 = x/28.75
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(17.5/40.25, x/28.75)
print(solve(Eq1,x))
We got 12.5 from sympy, so the answer is b.",
248,"Three bells ring at intervals of 36 seconds, 40 seconds and 48 seconds, respectively. They start ringing together at a particular time. When they will ring together again?Answer Choices: A)After 6 minutes, B)After 12 minutes, C)After 18 minutes, D)After 24 minutes, E)none",B,".
A: mapping:{x:time in seconds when the bells will ring together again}
Eq1: x=36*n
Eq2: x=40*m
Eq3: x=48*p
# using Python Sympy to solve for unknowns
from sympy import *
x, n, m, p = symbols('x, n, m, p')
Eq1 = Eq(x,36*n)
Eq2 = Eq(x,40*m)
Eq3 = Eq(x,48*p)
print(solve([Eq1, Eq2, Eq3],(x,n,m,p)))
We got {x: 144, n: 4, m: 3.6, p: 3} from Sympy, so the answer is d.",
249,"While selling a watch, a shopkeeper gives a discount of 5%. If he gives a discount of 7%, he earns Rs. 15 less as profit. The marked price of the watch is:Answer Choices: A)Rs. 697.50, B)Rs. 712.50, C)Rs. 787.50, D)Rs. 750, E)Rs. 780",D,"
A: mapping:{x:marked price of the watch}
Eq1: 0.05*x - 0.07*x = 15
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.05*x - 0.07*x, 15)
print(solve(Eq1,x))
We got 780 from sympy, so the answer is e.",
250,"A man divides Rs 8600 among 5 sons, 4 daughters and 2 nephews. If each daughter receives four times as much as each nephew, and each son receives five as much as each nephew. How much does each daughter receive ?Answer Choices: A)Rs 400, B)Rs 500, C)Rs 600, D)Rs 700, E)Rs 800",E,".

A: mapping:{x:amount each daughter receives}
Eq1: 8600=5*s+4*d+2*n
Eq2: d=4*n
Eq3: s=5*n
# using Python Sympy to solve for unknowns
from sympy import *
s, d, n, x = symbols('s, d, n, x')
Eq1 = Eq(8600, 5*s+4*d+2*n)
Eq2 = Eq(d, 4*n)
Eq3 = Eq(s, 5*n)
print(solve([Eq1, Eq2, Eq3],(s,d,n)))
We got {s: 500, d: 200, n: 100} from sympy, so the answer is d.",
251,"Suppose for any real number x, [x] denotes the greatest integer less than or equal to x. Let L(x,y) = [x] + [y] + [x + y] and R(x,y) = [2x] + [2y]. Then it is impossible to find any two positive real numbers x and y for whichAnswer Choices: A)L(x,y) = R(x,y), B)L(x,y) ≠ R(x,y), C)L(x,y) < R(x,y), D)L(x,y) < R(x,y), E)None",D,".

A: mapping:{x:L(x,y), y:R(x,y)}
Eq1: L(x,y)-R(x,y)=0
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x, y')
Eq1 = Eq(L(x,y)-R(x,y),0)
print(solve([Eq1],(x,y)))
We got no solutions from sympy, so the answer is B.",
252,"A coin made of alloy of aluminum and silver measures 2 x 15 mm (it is 2 mm thick and its diameter is 15 mm). If the weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver, what will be the weight of a coin measuring 1 x 30 mm made of pure aluminum if silver is twice as heavy as aluminum?Answer Choices: A)36 grams, B)40 grams, C)42 grams, D)48 grams, E)50 grams",B,"

A: mapping:{x:weight of a coin measuring 1 x 30 mm made of pure aluminum}
The weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver. 
Eq1: x=30*(1/2)*(1/2)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,30*(1/2)*(1/2))
print(solve(Eq1,x))
We got 7.5 from Sympy, so the answer is a.",
253,"For bringing each copper coin from the bottom of a river, a coin-diver gets 20 cents, and for each brass coin she gets 25 cents. If after one dive, she got $3.40. What is the minimum number of copper coins that she brought?Answer Choices: A)4, B)3, C)2, D)1, E)0",C,".

A: mapping:{x:number of copper coins}
Eq1: 20x + 25(10-x) = 340
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(20*x + 25*(10-x), 340)
print(solve(Eq1,x))
We got 4 from sympy, so the answer is a.",
