,question,answer,response,mapping,response_answer,equations
57," While on vacation, Rachel took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",4.0," Rachel took c0 pictures at the zoo and c1 at the museum, so she had c0 + c1 pictures in total. 
total_pictures = c0 + c1
After deleting c2 pictures, she had total_pictures - c2 pictures remaining. 
remaining_pictures = total_pictures - c2
The answer is remaining_pictures.","{'c0': 6.0, 'c1': 9.0, 'c2': 11.0}",4.0,"['total_pictures =  c0 + c1', 'remaining_pictures =  total_pictures - c2', 'answer = remaining_pictures']"
58," Vanessa and her mom were picking carrots from their garden. Vanessa picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",7.0," Vanessa and her mom picked a total of c0 + c1 carrots. Only c2 of them were good. So they had (c0 + c1) - c2 bad carrots.
bad_carrots = (c0 + c1) - c2
The answer is bad_carrots.","{'c0': 17.0, 'c1': 14.0, 'c2': 24.0}",7.0,"['bad_carrots =  (c0 + c1) - c2', 'answer = bad_carrots']"
59, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,54.0," The pet store had c0 siamese cats and c1 house cats. So in total they had c0 + c1 cats. 
total_cats = c0 + c1
After the sale, they sold c2 cats. So they have total_cats - c2 cats left. 
remaining_cats = total_cats - c2
The answer is remaining_cats.","{'c0': 41.0, 'c1': 28.0, 'c2': 15.0}",54.0,"['total_cats =  c0 + c1', 'remaining_cats =  total_cats - c2', 'answer = remaining_cats']"
60," Janet picked c0 tulips and c1 roses to make flower bouquets. If she only used c2 of the flowers though, how many extra flowers did Janet pick? ",4.0," Janet picked c0 tulips and c1 roses. In total, she picked c0 + c1 flowers. 
total_flowers = c0 + c1
If she only used c2 flowers, she had extra_flowers = total_flowers - c2 left over. 
The answer is extra_flowers.","{'c0': 4.0, 'c1': 11.0, 'c2': 11.0}",4.0,"['total_flowers =  c0 + c1', 'extra_flowers =  total_flowers - c2 left over. ', 'answer = extra_flowers']"
61," Vanessa had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",33.0," Vanessa had c0 music files and c1 video files, for a total of c0 + c1 files. 
total_files = c0 + c1
After deleting c2 files, she had (c0 + c1) - c2 files remaining. 
remaining_files = total_files - c2
The answer is remaining_files.","{'c0': 13.0, 'c1': 30.0, 'c2': 10.0}",33.0,"['total_files =  c0 + c1', 'remaining_files =  total_files - c2', 'answer = remaining_files']"
62, Debby bought two coloring books. One had c0 pictures and the other had c1. After one week she had already colored c2 of the pictures. How many pictures does she still have to color? ,23.0," Debby started with two coloring books. One had c0 pictures and the other had c1. So she had a total of c0 + c1 pictures. 
total_pictures = c0 + c1
After one week she had already colored c2 of the pictures. So she has total_pictures - c2 pictures remaining. 
remaining_pictures = total_pictures - c2
The answer is remaining_pictures.","{'c0': 16.0, 'c1': 40.0, 'c2': 33.0}",23.0,"['total_pictures =  c0 + c1', 'remaining_pictures =  total_pictures - c2', 'answer = remaining_pictures']"
63," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",9.0," The school cafeteria ordered c0 red apples and c1 green apples. But only c2 students wanted fruit. So the cafeteria had c0 + c1 - c2 apples left over.
extra_apples = c0 + c1 - c2
The answer is extra_apples.","{'c0': 8.0, 'c1': 43.0, 'c2': 42.0}",9.0,"['extra_apples =  c0 + c1 - c2', 'answer = extra_apples']"
64," Edward started his own lawn mowing business. In the spring he made c0 dollars mowing lawns and in the summer he made c1 dollars. If he had to spend c2 dollars buying supplies, how much money did he end up with? ",24.0," Edward made c0 dollars in the spring and c1 dollars in the summer. So his total earnings were c0 + c1. 
total_earnings = c0 + c1
He spent c2 dollars on supplies, so his final total was total_earnings - c2. 
final_total = total_earnings - c2
The answer is final_total.","{'c0': 2.0, 'c1': 27.0, 'c2': 5.0}",24.0,"['total_earnings =  c0 + c1', 'final_total =  total_earnings - c2', 'answer = final_total']"
65, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,28.0," The pet store had c0 siamese cats and c1 house cats. So in total they had c0 + c1 cats. 
total_cats = c0 + c1
After the sale, they sold c2 cats. So they have total_cats - c2 cats left. 
remaining_cats = total_cats - c2
The answer is remaining_cats.","{'c0': 36.0, 'c1': 18.0, 'c2': 26.0}",28.0,"['total_cats =  c0 + c1', 'remaining_cats =  total_cats - c2', 'answer = remaining_cats']"
66," Olivia and her mom were picking carrots from their garden. Olivia picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",15.0," Olivia and her mom picked a total of c0 + c1 carrots. Only c2 of them were good. So they had (c0 + c1) - c2 bad carrots.
bad_carrots = (c0 + c1) - c2
The answer is bad_carrots.","{'c0': 20.0, 'c1': 14.0, 'c2': 19.0}",15.0,"['bad_carrots =  (c0 + c1) - c2', 'answer = bad_carrots']"
67, George had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,8.0," George had c0 dollars. He got c1 more dollars. So he had c0 + c1 dollars. But he spent c2 on a new game. So he has (c0 + c1) - c2 dollars now. 
dollars_now = (c0 + c1) - c2
The answer is dollars_now.","{'c0': 30.0, 'c1': 16.0, 'c2': 38.0}",8.0,"['dollars_now =  (c0 + c1) - c2', 'answer = dollars_now']"
68," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",47.0," There were c0 girls and c1 boys originally. In total, there were c0 + c1 students. 
total_students = c0 + c1
If only c2 of them got called back, then (c0 + c1) - c2 didn't make the cut. 
students_not_called_back = (c0 + c1) - c2
The answer is students_not_called_back.","{'c0': 6.0, 'c1': 48.0, 'c2': 7.0}",47.0,"['total_students =  c0 + c1', 'students_not_called_back =  (c0 + c1) - c2', 'answer = students_not_called_back']"
69, For the school bake sale Amy made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,51.0," Amy started with c0 cupcakes and c1 cookies. She sold some and was left with c2. So she must have sold c0 + c1 - c2 pastries.
pastries_sold = c0 + c1 - c2
The answer is pastries_sold.","{'c0': 15.0, 'c1': 48.0, 'c2': 12.0}",51.0,"['pastries_sold =  c0 + c1 - c2', 'answer = pastries_sold']"
70," At the schools book fair Victor bought c0 adventure books and c1 mystery books. If c2 of the books were used, how many new books did he buy? ",53.0," Victor bought c0 adventure books and c1 mystery books. In total, he bought c0 + c1 books. 
total_books = c0 + c1
If c2 of the books were used, he would have c2 - (c0 + c1) books left. 
new_books = c2 - (c0 + c1)
The answer is new_books.","{'c0': 32.0, 'c1': 37.0, 'c2': 16.0}",-53.0,"['total_books =  c0 + c1', 'new_books =  c2 - (c0 + c1)', 'answer = new_books']"
71," While on vacation, Haley took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",20.0," Haley took c0 pictures at the zoo and c1 at the museum. So she had c0 + c1 pictures in total. 
total_pictures = c0 + c1
After deleting c2 pictures, she had total_pictures - c2 pictures remaining. 
remaining_pictures = total_pictures - c2
The answer is remaining_pictures.","{'c0': 50.0, 'c1': 8.0, 'c2': 38.0}",20.0,"['total_pictures =  c0 + c1', 'remaining_pictures =  total_pictures - c2', 'answer = remaining_pictures']"
72," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",31.0," The school cafeteria ordered c0 red apples and c1 green apples. But only c2 students wanted fruit. So the cafeteria had c0 + c1 - c2 apples left over.
extra_apples = c0 + c1 - c2
The answer is extra_apples.","{'c0': 37.0, 'c1': 45.0, 'c2': 51.0}",31.0,"['extra_apples =  c0 + c1 - c2', 'answer = extra_apples']"
73," While shopping, Maria bought c0 green towels and c1 white towels. If she gave her mother c2 of them, how many towels did Maria end up with? ",22.0," Maria started with c0 + c1 towels. Then she gave her mother c2 towels. So she ended up with (c0 + c1) - c2 towels.
towels_left = (c0 + c1) - c2
The answer is towels_left.","{'c0': 35.0, 'c1': 21.0, 'c2': 34.0}",22.0,"['towels_left =  (c0 + c1) - c2', 'answer = towels_left']"
74," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",39.0," There were c0 girls and c1 boys originally. In total, there were c0 + c1 students. 
total_students = c0 + c1
If only c2 of them got called back, then (c0 + c1) - c2 didn't make the cut. 
students_not_called_back = (c0 + c1) - c2
The answer is students_not_called_back.","{'c0': 17.0, 'c1': 32.0, 'c2': 10.0}",39.0,"['total_students =  c0 + c1', 'students_not_called_back =  (c0 + c1) - c2', 'answer = students_not_called_back']"
75," Nancy and her mom were picking carrots from their garden. Nancy picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",14.0," Nancy and her mom together picked c0 + c1 carrots. Only c2 of them were good. So they had c0 + c1 - c2 bad carrots.
bad_carrots = c0 + c1 - c2
The answer is bad_carrots.","{'c0': 38.0, 'c1': 47.0, 'c2': 71.0}",14.0,"['bad_carrots =  c0 + c1 - c2', 'answer = bad_carrots']"
76," A waiter at 'The Greasy Spoon' restaurant had c0 customers to wait on. During the lunch rush he added another c1 customers. If c2 of the customers didn't leave him a tip, how many customers did leave a tip? ",15.0," The waiter had c0 customers at first. Then he had c1 more customers during the lunch rush. In total, he had c0 + c1 customers. 
total_customers = c0 + c1
Some of the customers didn't leave a tip, so the number of customers who left a tip is total_customers - c2. 
customers_who_left_a_tip = total_customers - c2
The answer is customers_who_left_a_tip.","{'c0': 29.0, 'c1': 20.0, 'c2': 34.0}",15.0,"['total_customers =  c0 + c1', 'customers_who_left_a_tip =  total_customers - c2', 'answer = customers_who_left_a_tip']"
77," Tom had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",30.0," Tom had to wash c0 short sleeve shirts and c1 long sleeve shirts. In total, he had to wash c0 + c1 shirts. 
total_shirts = c0 + c1
If he only washed c2 of them, then he didn't wash total_shirts - c2 shirts. 
shirts_not_washed = total_shirts - c2
The answer is shirts_not_washed.","{'c0': 10.0, 'c1': 25.0, 'c2': 5.0}",30.0,"['total_shirts =  c0 + c1', 'shirts_not_washed =  total_shirts - c2', 'answer = shirts_not_washed']"
78," Vanessa had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",34.0," Vanessa had c0 music files and c1 video files, for a total of c0 + c1 files. 
total_files = c0 + c1
After deleting c2 files, she had total_files - c2 files remaining. 
remaining_files = total_files - c2
The answer is remaining_files.","{'c0': 16.0, 'c1': 48.0, 'c2': 30.0}",34.0,"['total_files =  c0 + c1', 'remaining_files =  total_files - c2', 'answer = remaining_files']"
79," Kaleb started his own lawn mowing business. In the spring he made c0 dollars mowing lawns and in the summer he made c1 dollars. If he had to spend c2 dollars buying supplies, how much money did he end up with? ",50.0," Kaleb made c0 dollars in the spring and c1 dollars in the summer. In total he made c0 + c1 dollars. 
total_money = c0 + c1
He spent c2 dollars on supplies, so he had total_money - c2 left over. 
money_left = total_money - c2
The answer is money_left.","{'c0': 4.0, 'c1': 50.0, 'c2': 4.0}",50.0,"['total_money =  c0 + c1', 'money_left =  total_money - c2', 'answer = money_left']"
80," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",16.0," The school cafeteria ordered c0 red apples and c1 green apples. But only c2 students wanted fruit. So the cafeteria had c0 + c1 - c2 apples left over.
extra_apples = c0 + c1 - c2
The answer is extra_apples.","{'c0': 6.0, 'c1': 15.0, 'c2': 5.0}",16.0,"['extra_apples =  c0 + c1 - c2', 'answer = extra_apples']"
81," Bianca picked c0 tulips and c1 roses to make flower bouquets. If she only used c2 of the flowers though, how many extra flowers did Bianca pick? ",7.0," Bianca picked c0 tulips and c1 roses. In total, she picked c0 + c1 flowers. 
total_flowers = c0 + c1
She only used c2 of the flowers, so she had extra_flowers = total_flowers - c2 left over. 
The answer is extra_flowers.","{'c0': 39.0, 'c1': 49.0, 'c2': 81.0}",7.0,"['total_flowers =  c0 + c1', 'extra_flowers =  total_flowers - c2 left over. ', 'answer = extra_flowers']"
82," While on vacation, Nancy took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",19.0," Nancy took c0 pictures at the zoo and c1 at the museum, so she had c0 + c1 pictures in total. 
total_pictures = c0 + c1
After deleting c2 pictures, she had total_pictures - c2 pictures remaining. 
remaining_pictures = total_pictures - c2
The answer is remaining_pictures.","{'c0': 49.0, 'c1': 8.0, 'c2': 38.0}",19.0,"['total_pictures =  c0 + c1', 'remaining_pictures =  total_pictures - c2', 'answer = remaining_pictures']"
