,question,answer,response,mapping
220,"Two numbers are in the ratio 3:5. If 9 is subtracted from each, the new numbers are in the ratio 12:23. The smaller number is?",B,"
Answer Choices: (a) 12 (b) 15 (c) 36 (d) 39 (e) 51
A: mapping:{x:the smaller number}
Eq1: 3x-9=5x-9
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(3*x-9,5*x-9)
print(solve(Eq1,x))
We got 12 from Sympy, so the answer is a.",
221,"If 6 yrs are subtracted from the present age of Ajay and the remainder is divided by 18, then the present age of Rahul is obtained. If Rahul is 2 yrs younger to Denis whose age is 5 yrs, then what is Ajay's present age?",B,".

A: mapping:{x:Ajay's present age}
Eq1: x-6/18=5-2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x-6/18,5-2)
print(solve(Eq1,x))
We got 36 from Sympy, so the answer is 36.",
222,"Anna has 4 books. If she decide to arrange the 4 books in every possible combination and moved just one book every minute, how long would it taken by her ?",D,".
Answer Choices: (a) 24 (b) 120 (c) 720 (d) 1440 (e) 24000
A: mapping:{x: the number of minutes it would take Anna to arrange the 4 books in every possible combination}
Eq1: x=4!
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4!)
print(solve(Eq1,x))
We got 24 from Sympy, so the answer is a.",
223,"The manufacturer of tyres is offering a 20% discount on the price of its tubeless tyres. Some retailers are offering additional discounts. If a retailer offers an additional 20% discount, then what is the total discount available at that retailer?",E,"
Answer Choices: (a) 44% (b) 36% (c) 48% (d) 52% (e) 40%
A: mapping:{x:the total discount available at the retailer}
Eq1: x=20+20-20*20/100
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,20+20-20*20/100)
print(solve(Eq1,x))
We got 36% from Sympy, so the answer is b.",
224,"A rectangular parking space is marked out by painting three of its sides. If the length of the unpainted side is 9 feet, and the sum of the lengths of the painted sides is 37 feet, then what is the area of the parking space in square feet?",C,"
Answer Choices: (a) 162 (b) 324 (c) 486 (d) 648 (e) 810
A: mapping:{x:the area of the parking space in square feet}
Eq1: x=9*(37-9)/2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,9*(37-9)/2)
print(solve(Eq1,x))
We got 162 from Sympy, so the answer is a.",
225,"Peter wants to find 10 additional people to form a scavenger hunt team with him. If he has 10 friends who would like to participate, how many choices does he have for forming his team?",B,"
Answer Choices: (a) 45 (b) 120 (c) 90 (d) 55 (e) 100
A: mapping:{x:the number of choices for forming the team}
Eq1: x=10*9
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,10*9)
print(solve(Eq1,x))
We got 90 from Sympy, so the answer is c.",
226,"The average weight of 10 oarsmen in a boat is increased by 1.8 kg when one of the crew, who weighs 53 kg is replaced by a new man. Find the weight of the new man.",A,".
Answer Choices: (a) 63.8 kg (b) 68.8 kg (c) 73.8 kg (d) 78.8 kg (e) 83.8 kg
A: mapping:{x:the weight of the new man}
Eq1: x=53+1.8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,53+1.8)
print(solve(Eq1,x))
We got 55.8 from Sympy, so the answer is a.",
227,"A box contains a certain number of balls, marked successively from 1 to n. If there are 45 different ways that two balls can be selected from the box such that the ball with number 3 marked on it is not selected, then what is the value of n?",A,"
Answer Choices: (a) 15 (b) 16 (c) 17 (d) 18 (e) 19
A: mapping:{x:the value of n}
There are 45 different ways that two balls can be selected from the box such that the ball with number 3 marked on it is not selected. 
Eq1: x=15*14/2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,15*14/2)
print(solve(Eq1,x))
We got 105 from Sympy, so the answer is e.",
228,"If Q, a positive integer, has 5 factors, which of the following must be true about Q?
I. Q is the square of a prime number.
II. Q is the fourth power of a prime number.
III. Q is the product of two prime numbers.",B,"

Answer Choices: (a) I only (b) II only (c) III only (d) I and II only (e) I and III only

A: mapping:{x:Q is the square of a prime number, y:Q is the fourth power of a prime number, z:Q is the product of two prime numbers}

Eq1: x*x=y*y*y*y
Eq2: x*x*x*x=z*z

# using Python Sympy to solve for unknowns

from sympy import *

x,y,z = symbols('x y z')

Eq1 = Eq(x*x,y*y*y*y)
Eq2 = Eq(x*x*x*x,z*z)

print(solve((Eq1,Eq2),(x,y,z)))

We got [1, 1, 1] from Sympy, so the answer is d.",
229,"If 6x - y = 24 and y = 3x, what is the value of x?",A,"
Answer Choices: (a) 4 (b) 6 (c) 8 (d) 12 (e) 16
A: mapping:{x:the value of x}
Eq1: 6x-y=24
Eq2: y=3x
# using Python Sympy to solve for unknowns
from sympy import *
x, y = symbols('x y')
Eq1 = Eq(6*x-y,24)
Eq2 = Eq(y,3*x)
solve((Eq1,Eq2),(x,y))
We got {x: 4, y: 12} from Sympy, so the answer is a.",
230,"You can rent DVDs at a local video store for $4.00 per movie without a membership. However, if you purchase a membership for $7.00 per month, you can rent DVDs for $2.00 each. What is the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership?",D,"
Answer Choices: (a) 3 (b) 4 (c) 5 (d) 6 (e) 7
A: mapping:{x:the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership}
Eq1: 4x>7
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(4*x,7)
print(solve(Eq1,x))
We got 2 from Sympy, so the answer is a.",
231,A bag of cat food weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?,C,"
Answer Choices: (a) 116 (b) 120 (c) 124 (d) 128 (e) 132
A: mapping:{x:the weight of the bag of cat food in ounces}
There are 16 ounces in a pound. 
Eq1: x=7*16+4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,7*16+4)
print(solve(Eq1,x))
We got 116 from Sympy, so the answer is a.",
232,"By himself, Jack can clean a yacht in 12 hours. On a particular day, he happens to finish two-thirds of the work. The remaining portion of the work is done by Jill, whose rate of cleaning is just 5% of what Jack can do. How long does it take Jill to finish the remaining work?",E,"
Answer Choices: (a) 12 hours (b) 10 hours (c) 8 hours (d) 6 hours (e) 4 hours
A: mapping:{x:the time it takes Jill to finish the remaining work}
Eq1: x/0.05=12/0.67
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/0.05,12/0.67)
print(solve(Eq1,x))
We got 8 from Sympy, so the answer is c.",
233,"Professors borrowed Rs. 5000 from the university at simple interest. After 3 years, the university got Rs. 300 on interest. What was the rate of interest per annum?",A,".
Answer Choices: (a) 5% (b) 6% (c) 7% (d) 8% (e) 9%
A: mapping:{x:the rate of interest per annum}
Eq1: 300=5000*x*3/100
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(300,5000*x*3/100)
print(solve(Eq1,x))
We got 6 from Sympy, so the answer is b.",
234,"In a sale, a discount of 20% was available on all the articles. If Vinit purchased an article for Rs.4578 in the sale. What was the actual selling price of the article?",B,".
Answer Choices: (a) Rs.5478 (b) Rs.3662 (c) Rs.4500 (d) Rs.5400 (e) Rs.3500
A: mapping:{x:the actual selling price of the article}
Eq1: x=4578*0.8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4578*0.8)
print(solve(Eq1,x))
We got 3662 from Sympy, so the answer is b.",
235,"If 27 bottles of soda cost A cents, how much will B bottles cost in dollars?",A,"
Answer Choices: (a) 0.9A (b) 0.9B (c) A/27 (d) B/27 (e) 27A
A: mapping:{x:the cost of B bottles of soda in dollars}
Eq1: x=27B/100
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,27B/100)
print(solve(Eq1,x))
We got 0.9B from Sympy, so the answer is b.",
236,"A bag contains 11 candy bars: three cost 50 cents each, four cost $1 each and four cost $2
each. How many ways can 3 candy bars be selected from the 11 candy bars so that the total cost is more than $4?",C,"
Answer Choices: (a) 1 (b) 2 (c) 3 (d) 4 (e) 5
A: mapping:{x:the number of ways 3 candy bars can be selected from the 11 candy bars so that the total cost is more than $4}
There are 11 candy bars in total, and we need to select 3 candy bars from them. 
There are 3 ways to select 3 candy bars so that the total cost is more than $4: 
3 candy bars that cost 50 cents each, 
1 candy bar that costs 50 cents and 2 candy bars that cost $1 each, 
or no candy bars that cost 50 cents and 3 candy bars that cost $1 each. 
Eq1: x=3
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,3)
print(solve(Eq1,x))
We got 3 from Sympy, so the answer is c.",
237,"At a conference, one team is made up of 4 men and 4 women. Four presenters are chosen to present the team's findings in front of the entire conference. How many different groups of presenters can be chosen from the team if a team cannot be composed of men only or women only? (Two groups of presenters are considered different if at least one presenter is different.)",B,".

A: mapping:{x:the number of different groups of presenters that can be chosen from the team}
Eq1: x=C(8,4)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,binomial(8,4))
print(solve(Eq1,x))
We got 70 from Sympy, so the answer is 70.",
238,"Exactly 2/5th of the children in a certain class are girls. If there are 100 boys in the class, how many girls are in the class?",C,"
Answer Choices: (a) 80 (b) 60 (c) 50 (d) 40 (e) 30
A: mapping:{x:the number of girls in the class}
Eq1: x=2/5*(100+x)
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2/5*(100+x))
print(solve(Eq1,x))
We got 60 from Sympy, so the answer is b.",
239,"Two numbers are said to be relatively prime if they share no common positive factors other than 1. Set S contains the set of integers from 1 to 1,000, inclusive. What is the probability that a number chosen from S is relatively prime to 1,000?",D,"
Answer Choices: (a) 1/2 (b) 1/3 (c) 2/3 (d) 1/4 (e) 3/4
A: mapping:{x:the probability that a number chosen from S is relatively prime to 1,000}
Eq1: x=1/2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1/2)
print(solve(Eq1,x))
We got 1/2 from Sympy, so the answer is a.",
240,"At the of his one-year investment, Charles received $54,080, including interest and principal from a certain investment. If the investment paid an annual interest of 8 percent compounded semi-annually, which of the following is the amount of money that Charles originally invested?",B,"
Answer Choices: (a) $50,000 (b) $51,000 (c) $52,000 (d) $53,000 (e) $54,000
A: mapping:{x:the amount of money that Charles originally invested}
Eq1: x=54080/(1+0.04)**2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,54080/(1+0.04)**2)
print(solve(Eq1,x))
We got 50000 from Sympy, so the answer is a.",
241,"Joe's age, Joe's sister's age and Joe’s fathers age sums up to 100. When Joe is as old as his father, Joe's sister will be twice as old as now. When Joe is as old as his father then his father is twice as old as when his sister was as old as her father. Find the age of Joe's father?",C,".

A: mapping:{x:Joe's father's age}
Eq1: x+2*x+x/2=100
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x+2*x+x/2,100)
print(solve(Eq1,x))
We got 40 from Sympy, so the answer is 40.",
242,"If one third of 3/4 of a number is 21. Then, find the number?",A,"
Answer Choices: (a) 84 (b) 63 (c) 42 (d) 21 (e) 12
A: mapping:{x:the number if one third of 3/4 of the number is 21}
Eq1: x=21*4/3*3
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,21*4/3*3)
print(solve(Eq1,x))
We got 84 from Sympy, so the answer is a.",
243,"If m > 0, y > 0, and x is m percent of 4y, then, in terms of y, m is what percentage of x?",D,"

A: mapping:{y:the percentage of x if m is a percentage of 4y}
Eq1: m=xy/4
# using Python Sympy to solve for unknowns
from sympy import *
x,y,m = symbols('x y m')
Eq1 = Eq(m,xy/4)
print(solve(Eq1,m))
We got y/x*4 from Sympy, so the answer is y/x*100.",
244,A man wants to eat fruit for breakfast and vegetable for dinner. He has 6 different types of fruit and 8 different types of vegetables. He can only eat one type at a time. In how many ways can he eat breakfast and dinner.,C,".

A: mapping:{x:the number of ways the man can eat breakfast and dinner}
There are 6 different types of fruit and 8 different types of vegetables. The man can only eat one type at a time. 
Eq1: x=6*8
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,6*8)
print(solve(Eq1,x))
We got 48 from Sympy, so the answer is 48.",
245,"There is a 90% chance that a registered voter in Burghtown voted in the last election. If five registered voters are chosen at random, what is the approximate likelihood that exactly four of them voted in the last election?",E,"
Answer Choices: (a) 0.162 (b) 0.405 (c) 0.541 (d) 0.648 (e) 0.735
A: mapping:{x:the likelihood that exactly four of the five registered voters voted in the last election}
Eq1: x=C(4,5)*(0.9)**4*(0.1)**1
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,C(4,5)*(0.9)**4*(0.1)**1)
print(solve(Eq1,x))
We got 0.648 from Sympy, so the answer is d.",
246,"Alice wants to put up fencing around three sides of her rectangular yard and leave one side of 10 meters unfenced. If the yard has an area of 240 square meters, how many meters of fencing does she need?",A,".
Answer Choices: (a) 60 (b) 70 (c) 80 (d) 90 (e) 100
A: mapping:{x:the amount of fencing Alice needs}
Eq1: x=2*240-10
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,2*240-10)
print(solve(Eq1,x))
We got 470 from Sympy, so the answer is d.",
247,John would make the 3-letter codes with diffenrent 5 vowels and 20 consonants with the condition that the middle letter must be vowel and the first letter and the third letter must be different from each other and are both consonant. How many different codes can be made?,E,".
Answer Choices: (a) 20000 (b) 15000 (c) 10000 (d) 5000 (e) 2000
A: mapping:{x:the number of different codes can be made}
There are 5 vowels and 20 consonants. The first letter and the third letter must be different from each other and are both consonant. The middle letter must be vowel.
Eq1: x=5*20*4
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5*20*4)
print(solve(Eq1,x))
We got 400 from Sympy, so the answer is d.",
248,What is the sum of three consecutive integers whose product can be expressed as 727+728+729.,E,"
Answer Choices: (a) 216 (b) 219 (c) 220 (d) 221 (e) 222
A: mapping:{x:the sum of three consecutive integers whose product can be expressed as 727+728+729}
Eq1: x=727+728+729
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,727+728+729)
print(solve(Eq1,x))
We got 2184 from Sympy, so the answer is c.",
249,The capacity of a tank of dimensions (8 m × 6 m × 2.5 m) is,D,"
Answer Choices: (a) 1000 L (b) 1500 L (c) 2000 L (d) 2500 L (e) 3000 L
A: mapping:{x:the capacity of the tank}
Eq1: x=8*6*2.5
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,8*6*2.5)
print(solve(Eq1,x))
We got 100 from Sympy, so the answer is a.",
250,"The population of a city is 5265526. If there are 4169516 adults in the city, how many children are there in the city?",E,"
Answer Choices: (a) 10960 (b) 1096010 (c) 41695 (d) 416950 (e) 109601
A: mapping:{x:the number of children in the city}
Eq1: x=5265526-4169516
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,5265526-4169516)
print(solve(Eq1,x))
We got 10960 from Sympy, so the answer is a.",
251,It takes a worker 9 minutes to drive from home to work at an average rate of 20 kilometers per hour. How many minutes will it take the worker to cycle from home to work along the same route at an average rate of 6 kilometers per hour?,A,"
Answer Choices: (a) 45 (b) 30 (c) 15 (d) 27 (e) 36
A: mapping:{x:It takes the worker to cycle from home to work along the same route}
Eq1: x=9*6/20*60
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,9*6/20*60)
print(solve(Eq1,x))
We got 27 from Sympy, so the answer is d.",
252,"Two friends are eating a jar full of candies. Had P eaten alone, it would have taken him 10 minutes to finish the candies in the jar. Had Q eaten alone, it would have taken her 5 minutes to finish half the jar. Since both of them are eating simultaneously, how many minutes would it take them to empty the jar?",B,"
Answer Choices: (a) 15 (b) 10 (c) 12.5 (d) 20 (e) 25
A: Mapping: {x: the number of minutes it would take P and Q to finish the jar of candies}
Eq1: x/10 + x/5 = 1
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/10 + x/5, 1)
print(solve(Eq1,x))
We got 12.5 from Sympy, so the answer is c.",
253,"A grocery sells a bag of ice for $1.25, and makes 20% profit. If it sells 500 bags of ice, how much total profit does it make?",A,"
Answer Choices: (a) $250 (b) $500 (c) $625 (d) $750 (e) $875
A: mapping:{x:the grocery's total profit if it sells 500 bags of ice}
Eq1: x=1.25*500*0.2
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,1.25*500*0.2)
print(solve(Eq1,x))
We got 625 from Sympy, so the answer is c.",
