,question,answer,response,mapping,response_answer,equations,correct
60," Janet picked c0 tulips and c1 roses to make flower bouquets. If she only used c2 of the flowers though, how many extra flowers did Janet pick? ",4,"Janet picked c0 tulips and c1 roses, so she picked a total of c0 + c1 flowers. If she only used c2 of them, then she must have picked c0 + c1 - c2 extra flowers that were not used. 
extra_flowers = c0 + c1 - c2
The answer is extra_flowers.","{'c0': 4.0, 'c1': 11.0, 'c2': 11.0}",4,"['extra_flowers =  c0 + c1 - c2', 'answer = extra_flowers']",1
61," Vanessa had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",33,"Vanessa had c0 + c1 total files on her flash drive. After deleting c2 files, she would have c0 + c1 - c2 files remaining. 
remaining_files = c0 + c1 - c2
The answer is remaining_files.","{'c0': 13.0, 'c1': 30.0, 'c2': 10.0}",33,"['remaining_files =  c0 + c1 - c2', 'answer = remaining_files']",1
62, Debby bought two coloring books. One had c0 pictures and the other had c1. After one week she had already colored c2 of the pictures. How many pictures does she still have to color? ,23,"Debby had c0 pictures in one coloring book and c1 pictures in the other, so she had a total of c0 + c1 pictures. After one week, she had colored c2 pictures. To find out how many pictures she still has to color, we subtract the number of colored pictures from the total number of pictures:
remaining_pictures = (c0 + c1) - c2
The answer is remaining_pictures.","{'c0': 16.0, 'c1': 40.0, 'c2': 33.0}",23,"['remaining_pictures =  (c0 + c1) - c2', 'answer = remaining_pictures']",1
63," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",9,"The cafeteria ordered c0 red apples and c1 green apples, for a total of c0 + c1 apples. But only c2 students wanted fruit, so the cafeteria ended up with c0 + c1 - c2 extra apples. 
extra_apples = c0 + c1 - c2
The answer is extra_apples.","{'c0': 8.0, 'c1': 43.0, 'c2': 42.0}",9,"['extra_apples =  c0 + c1 - c2', 'answer = extra_apples']",1
64," Edward started his own lawn mowing business. In the spring he made c0 dollars mowing lawns and in the summer he made c1 dollars. If he had to spend c2 dollars buying supplies, how much money did he end up with? ",24,"Edward made c0 dollars in the spring and c1 dollars in the summer. He spent c2 dollars on supplies. To find out how much money he ended up with, we need to subtract the cost of supplies from his total earnings. 
money_earned = c0 + c1
money_left = money_earned - c2
The answer is money_left.","{'c0': 2.0, 'c1': 27.0, 'c2': 5.0}",24,"['money_earned =  c0 + c1', 'money_left =  money_earned - c2', 'answer = money_left']",1
65, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,28,"The pet store originally had c0 siamese cats and c1 house cats, for a total of c0 + c1 cats. After the sale, they sold c2 cats, so they have c0 + c1 - c2 cats left. 
remaining_cats = c0 + c1 - c2
The answer is remaining_cats.","{'c0': 36.0, 'c1': 18.0, 'c2': 26.0}",28,"['remaining_cats =  c0 + c1 - c2', 'answer = remaining_cats']",1
66," Olivia and her mom were picking carrots from their garden. Olivia picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",15,"If c2 of the carrots were good, then the total number of carrots they picked must have been c0 + c1. Therefore, the number of bad carrots they had is:
bad_carrots = (c0 + c1) - c2
The answer is bad_carrots.","{'c0': 20.0, 'c1': 14.0, 'c2': 19.0}",15,"['bad_carrots =  (c0 + c1) - c2', 'answer = bad_carrots']",1
67, George had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,8,"George had c0 dollars originally. He got c1 more dollars for his birthday, so he now has c0 + c1 dollars. However, he spent c2 dollars on a new game, so he now has c0 + c1 - c2 dollars. 
remaining_money = c0 + c1 - c2
The answer is remaining_money.","{'c0': 30.0, 'c1': 16.0, 'c2': 38.0}",8,"['remaining_money =  c0 + c1 - c2', 'answer = remaining_money']",1
68," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",47,"The total number of students who tried out is c0 + c1. If only c2 of them got called back, then the number of students who didn't make the cut is the difference between the total number of students who tried out and the number of students who got called back. 
students_didnt_make_cut = (c0 + c1) - c2
The answer is students_didnt_make_cut.","{'c0': 6.0, 'c1': 48.0, 'c2': 7.0}",47,"['students_didnt_make_cut =  (c0 + c1) - c2', 'answer = students_didnt_make_cut']",1
69, For the school bake sale Amy made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,51,"Amy made c0 cupcakes and c1 cookies, so the total number of pastries she made is c0 + c1. After the sale, she had c2 pastries left, so the number of pastries she sold is the difference between the total number of pastries she made and the number of pastries she had left: 
pastries_sold = (c0 + c1) - c2
The answer is pastries_sold.","{'c0': 15.0, 'c1': 48.0, 'c2': 12.0}",51,"['pastries_sold =  (c0 + c1) - c2', 'answer = pastries_sold']",1
70," At the schools book fair Victor bought c0 adventure books and c1 mystery books. If c2 of the books were used, how many new books did he buy? ",53,"Victor bought c0 adventure books and c1 mystery books, so the total number of books he bought is c0 + c1. If c2 of the books were used, then the number of new books he bought is the total number of books minus the number of used books: 
new_books = (c0 + c1) - c2
The answer is new_books.","{'c0': 32.0, 'c1': 37.0, 'c2': 16.0}",53,"['new_books =  (c0 + c1) - c2', 'answer = new_books']",1
71," While on vacation, Haley took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",20,"Haley took c0 pictures at the zoo and c1 at the museum, so she had a total of c0 + c1 pictures. If she deleted c2 pictures, she would have c0 + c1 - c2 pictures left. 
remaining_pictures = c0 + c1 - c2
The answer is remaining_pictures.","{'c0': 50.0, 'c1': 8.0, 'c2': 38.0}",20,"['remaining_pictures =  c0 + c1 - c2', 'answer = remaining_pictures']",1
72," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",31,"The cafeteria ordered c0 red apples and c1 green apples, for a total of c0 + c1 apples. But only c2 students wanted fruit, so the cafeteria ended up with c0 + c1 - c2 extra apples. 
extra_apples = c0 + c1 - c2
The answer is extra_apples.","{'c0': 37.0, 'c1': 45.0, 'c2': 51.0}",31,"['extra_apples =  c0 + c1 - c2', 'answer = extra_apples']",1
73," While shopping, Maria bought c0 green towels and c1 white towels. If she gave her mother c2 of them, how many towels did Maria end up with? ",22,"Maria originally had c0 green towels and c1 white towels, for a total of c0 + c1 towels. She gave her mother c2 towels, so she ended up with c0 + c1 - c2 towels. 
final_towels = c0 + c1 - c2
The answer is final_towels.","{'c0': 35.0, 'c1': 21.0, 'c2': 34.0}",22,"['final_towels =  c0 + c1 - c2', 'answer = final_towels']",1
74," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",39,"The total number of students who tried out is c0 + c1. If only c2 of them got called back, then the number of students who didn't make the cut is the difference between the total number of students who tried out and the number of students who got called back. 
students_didnt_make_cut = (c0 + c1) - c2
The answer is students_didnt_make_cut.","{'c0': 17.0, 'c1': 32.0, 'c2': 10.0}",39,"['students_didnt_make_cut =  (c0 + c1) - c2', 'answer = students_didnt_make_cut']",1
75," Nancy and her mom were picking carrots from their garden. Nancy picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",14,"If there were c2 good carrots, then the total number of carrots they picked must have been c0 + c1. So the number of bad carrots they had is the difference between the total number of carrots and the number of good carrots: 
bad_carrots = (c0 + c1) - c2
The answer is bad_carrots.","{'c0': 38.0, 'c1': 47.0, 'c2': 71.0}",14,"['bad_carrots =  (c0 + c1) - c2', 'answer = bad_carrots']",1
76," A waiter at 'The Greasy Spoon' restaurant had c0 customers to wait on. During the lunch rush he added another c1 customers. If c2 of the customers didn't leave him a tip, how many customers did leave a tip? ",15,"The waiter had c0 customers originally and added c1 more customers. The total number of customers he waited on is c0 + c1. If c2 of them didn't leave a tip, then the number of customers who did leave a tip is the difference between the total number of customers and the number who didn't leave a tip. 
tip_customers = (c0 + c1) - c2
The answer is tip_customers.","{'c0': 29.0, 'c1': 20.0, 'c2': 34.0}",15,"['tip_customers =  (c0 + c1) - c2', 'answer = tip_customers']",1
77," Tom had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",30,"Tom had to wash c0 + c1 shirts in total. If he only washed c2 of them, then he did not wash c0 + c1 - c2 shirts. 
not_washed = c0 + c1 - c2
The answer is not_washed.","{'c0': 10.0, 'c1': 25.0, 'c2': 5.0}",30,"['not_washed =  c0 + c1 - c2', 'answer = not_washed']",1
78," Vanessa had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",34,"Vanessa had c0 + c1 total files on her flash drive. After deleting c2 files, she would have c0 + c1 - c2 files remaining. 
remaining_files = c0 + c1 - c2
The answer is remaining_files.","{'c0': 16.0, 'c1': 48.0, 'c2': 30.0}",34,"['remaining_files =  c0 + c1 - c2', 'answer = remaining_files']",1
79," Kaleb started his own lawn mowing business. In the spring he made c0 dollars mowing lawns and in the summer he made c1 dollars. If he had to spend c2 dollars buying supplies, how much money did he end up with? ",50,"Kaleb made c0 dollars in the spring and c1 dollars in the summer. He spent c2 dollars on supplies. To find out how much money he ended up with, we need to subtract the cost of supplies from his total earnings. 
money_earned = c0 + c1
money_end = money_earned - c2
The answer is money_end.","{'c0': 4.0, 'c1': 50.0, 'c2': 4.0}",50,"['money_earned =  c0 + c1', 'money_end =  money_earned - c2', 'answer = money_end']",1
80," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",16,"The cafeteria ordered c0 red apples and c1 green apples, so they have a total of c0 + c1 apples. But if only c2 students wanted fruit, then the cafeteria has extra apples that were not needed. The number of extra apples is the difference between the total number of apples and the number of apples needed for c2 students. 
extra_apples = (c0 + c1) - c2
The answer is extra_apples.","{'c0': 6.0, 'c1': 15.0, 'c2': 5.0}",16,"['extra_apples =  (c0 + c1) - c2', 'answer = extra_apples']",1
81," Bianca picked c0 tulips and c1 roses to make flower bouquets. If she only used c2 of the flowers though, how many extra flowers did Bianca pick? ",7,"Bianca picked c0 tulips and c1 roses, so she picked a total of c0 + c1 flowers. If she only used c2 of them, then she must have picked c0 + c1 - c2 extra flowers that were not used. 
extra_flowers = c0 + c1 - c2
The answer is extra_flowers.","{'c0': 39.0, 'c1': 49.0, 'c2': 81.0}",7,"['extra_flowers =  c0 + c1 - c2', 'answer = extra_flowers']",1
82," While on vacation, Nancy took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",19,"Nancy took c0 pictures at the zoo and c1 at the museum, so she had a total of c0 + c1 pictures. If she deleted c2 pictures, she would have c0 + c1 - c2 pictures left. 
remaining_pictures = c0 + c1 - c2
The answer is remaining_pictures.","{'c0': 49.0, 'c1': 8.0, 'c2': 38.0}",19,"['remaining_pictures =  c0 + c1 - c2', 'answer = remaining_pictures']",1
83," Gwen had c0 math problems and c1 science problems for homework. If she finished c2 of the problems at school, how many problems did she have to do for homework? ",5,"Gwen had c0 math problems and c1 science problems, so she had a total of c0 + c1 problems. If she finished c2 of them at school, then she still has c0 + c1 - c2 problems left to do for homework. 
homework_problems = c0 + c1 - c2
The answer is homework_problems.","{'c0': 18.0, 'c1': 11.0, 'c2': 24.0}",5,"['homework_problems =  c0 + c1 - c2', 'answer = homework_problems']",1
84," For Halloween Katie and her sister combined the candy they received. Katie had c0 pieces of candy while her sister had c1. If they ate c2 pieces the first night, how many pieces do they have left? ",7,"Katie had c0 pieces of candy and her sister had c1 pieces of candy. Together, they had c0 + c1 pieces of candy. If they ate c2 pieces the first night, they would have c0 + c1 - c2 pieces of candy left. 
remaining_candy = c0 + c1 - c2
The answer is remaining_candy.","{'c0': 10.0, 'c1': 6.0, 'c2': 9.0}",7,"['remaining_candy =  c0 + c1 - c2', 'answer = remaining_candy']",1
