,question,answer,response,tokens,logprobs,mapping,response_answer,correct
168, A store had 50 oranges in a bin. If they threw away 40 of the old ones and put 24 new ones in the bin how many would be in the bin? ,34," There were 50 oranges in the bin. 40 were thrown away, so there are 50 - 40 = 10 oranges left. 24 new ones were put in, so there are 10 + 24 = 34 oranges in the bin.","[' There', ' were', ' 50', ' oranges', ' in', ' the', ' bin', '.', ' 40', ' were', ' thrown', ' away', ',', ' so', ' there', ' are', ' 50', ' -', ' 40', ' =', ' 10', ' oranges', ' left', '.', ' 24', ' new', ' ones', ' were', ' put', ' in', ',', ' so', ' there', ' are', ' 10', ' +', ' 24', ' =', ' 34', ' oranges', ' in', ' the', ' bin', '.']","[-1.2393429, -0.35154322, -0.29059255, -0.0015449071000000001, -0.7361713, -0.10656467, -0.013374471, -0.7637221, -0.2584397, -0.61279017, -0.08943168, -0.056253172000000004, -0.71702224, -0.14618951, -0.35758224, -0.12261803, -0.0752026, -0.0024534904, -1.7953334000000003e-05, -0.0020181756, -3.2906587e-06, -0.5934134, -0.13792569999999998, -0.009377762000000001, -0.6344582, -0.15559798, -0.63985795, -0.07774891, -0.10841964, -0.0032666828, -0.26949993, -0.0006238507, -0.44583819999999996, -0.0077735930000000005, -0.052431833000000004, -2.5744682e-06, -2.8138237999999996e-06, -0.001512551, -0.00022671591, -0.0070357323, -0.10294565600000001, -0.015016834000000001, -0.00035394725, -0.27561605]",,34,1
169, In fourth grade there were 8 students at the start of the year. During the year 5 students left and 8 new students came to school. How many students were in fourth grade at the end? ,11, There were originally 8 students. 5 left and 8 came. So the answer is 8 - 5 + 8 = 11.,"[' There', ' were', ' originally', ' 8', ' students', '.', ' 5', ' left', ' and', ' 8', ' came', '.', ' So', ' the', ' answer', ' is', ' 8', ' -', ' 5', ' +', ' 8', ' =', ' 11', '.']","[-0.52602, -0.041192025, -0.53989977, -5.669991e-05, -0.01031788, -0.6835924, -0.14456593, -0.38323638, -0.7165043, -0.008797145000000001, -0.25507948, -0.19068302, -0.039130647000000005, -0.51937777, -1.0646415, -0.032925505, -0.0059984894, -0.20784916, -1.6521892e-05, -1.7356348e-05, -1.8073477000000003e-05, -0.089826815, -0.0001083201, -0.16827661]",,11,1
170," Bianca picked 23 carrots from her garden. If she threw out 10 of them and then picked 47 more the next day, how many carrots would she have total? ",60," Bianca started with 23 carrots. If she threw out 10, she would have 23 - 10 = 13 carrots. Then she picked 47 more, so she would have 13 + 47 = 60 carrots. The answer is 60.","[' Bian', 'ca', ' started', ' with', ' 23', ' carrots', '.', ' If', ' she', ' threw', ' out', ' 10', ',', ' she', ' would', ' have', ' 23', ' -', ' 10', ' =', ' 13', ' carrots', '.', ' Then', ' she', ' picked', ' 47', ' more', ',', ' so', ' she', ' would', ' have', ' 13', ' +', ' 47', ' =', ' 60', ' carrots', '.', ' The', ' answer', ' is', ' 60', '.']","[-0.16289583, -2.1171965e-05, -0.48645538, -0.0062164790000000004, -0.0005881838, -0.0005922406599999999, -0.042080738, -0.87502986, -0.0022780756000000003, -0.055708632, -0.059529927, -3.4089344e-06, -0.70354414, -0.23581144, -0.009246065000000001, -0.021508422000000003, -0.00017687635, -0.0027777571, -4.9782993e-05, -0.04727584, -5.1979979999999996e-06, -0.29061767, -0.44191632000000003, -0.8466566999999999, -0.26806426, -0.04861042, -0.008040022, -0.008338089, -0.45575273, -0.07459945, -0.01590832, -0.05248535, -0.0006777076599999999, -0.019685445000000003, -0.00032645980000000003, -2.9636725000000002e-05, -0.016571915, -4.6206733e-05, -0.053898852000000004, -0.6618703, -0.6049283, -7.768064e-05, -3.5477948000000006e-05, -6.3900848e-06, -0.012471305]",,60,1
171," Zoe had 42 bottles of water in her fridge. If she drank 25 of them and then bought 30 more, how many bottles would she have? ",47," Zoe had 42 bottles of water. If she drank 25 of them, she would have 42 - 25 = 17 bottles left. If she then bought 30 more, she would have 17 + 30 = 47 bottles. The answer is 47.","[' Zoe', ' had', ' 42', ' bottles', ' of', ' water', '.', ' If', ' she', ' drank', ' 25', ' of', ' them', ',', ' she', ' would', ' have', ' 42', ' -', ' 25', ' =', ' 17', ' bottles', ' left', '.', ' If', ' she', ' then', ' bought', ' 30', ' more', ',', ' she', ' would', ' have', ' 17', ' +', ' 30', ' =', ' 47', ' bottles', '.', ' The', ' answer', ' is', ' 47', '.']","[-0.21958694, -0.39896053000000004, -0.0026546975000000003, -0.0015931426, -0.38637808, -1.8601541999999999e-06, -0.71040547, -0.55900866, -0.00050910533, -0.016768763000000002, -1.5448071e-05, -0.7634591, -0.0018150732, -0.032193363, -0.24419694, -0.022483787, -0.052501056000000004, -0.007200214000000001, -0.030924639, -0.00012095904, -0.12464439999999999, -0.0015030011000000002, -0.39079937000000003, -0.5829702999999999, -0.012662582, -0.15051137, -0.0001459938, -0.19889125, -0.008464135000000001, -2.9311613999999997e-06, -0.013011187, -0.053053252, -0.011877487, -0.0013004178, -0.00078740116, -0.075593695, -4.8233283000000005e-05, -3.5290759999999996e-06, -0.0027478724000000003, -0.00013419120000000002, -0.0035027417, -0.43140492, -0.29251772, -8.936497e-05, -5.8845668000000004e-05, -9.24644e-05, -0.008712544000000001]",,47,1
172," Katie had 11 songs on her mp3 player. If she deleted 7 old songs from it and then added 24 new songs, how many songs does she have on her mp3 player? ",28," Katie had 11 songs originally. If she deleted 7 old songs, she would have 11 - 7 = 4 songs. If she added 24 new songs, she would have 4 + 24 = 28 songs. The answer is 28.","[' Katie', ' had', ' 11', ' songs', ' originally', '.', ' If', ' she', ' deleted', ' 7', ' old', ' songs', ',', ' she', ' would', ' have', ' 11', ' -', ' 7', ' =', ' 4', ' songs', '.', ' If', ' she', ' added', ' 24', ' new', ' songs', ',', ' she', ' would', ' have', ' 4', ' +', ' 24', ' =', ' 28', ' songs', '.', ' The', ' answer', ' is', ' 28', '.']","[-0.15908162, -0.49942803, -0.0016406073, -0.0074696885, -0.7368409, -0.0078452425, -0.9240801999999999, -0.0017053271, -0.0472944, -0.00010188282999999999, -0.99634784, -0.015799925, -0.54026145, -0.34561697, -0.42684075, -0.0031803926, -0.0007545343000000001, -0.006996535000000001, -0.00023428706, -0.024503822, -0.0001562495, -0.08730046, -0.73731625, -0.3823952, -5.3955304000000006e-05, -0.62558633, -3.7684315e-06, -0.06765245, -0.0005190024399999999, -0.0013118178000000001, -0.059879888000000006, -0.0035694966000000003, -0.0051915264, -0.01044279, -5.3363005000000004e-05, -6.6294405999999995e-06, -0.008284901, -7.291136e-05, -0.022410087000000002, -0.23627892, -0.044971626, -8.876706000000002e-05, -0.0001740144, -3.7266083000000006e-05, -0.010020965000000001]",,28,1
173, A store had 5 oranges in a bin. If they threw away 2 of the old ones and put 28 new ones in the bin how many would be in the bin? ,31," There were originally 5 oranges. 2 were thrown away, so that left 5 - 2 = 3. Then 28 were added, so the total is 3 + 28 = 31. The answer is 31.","[' There', ' were', ' originally', ' 5', ' oranges', '.', ' 2', ' were', ' thrown', ' away', ',', ' so', ' that', ' left', ' 5', ' -', ' 2', ' =', ' 3', '.', ' Then', ' 28', ' were', ' added', ',', ' so', ' the', ' total', ' is', ' 3', ' +', ' 28', ' =', ' 31', '.', ' The', ' answer', ' is', ' 31', '.']","[-1.1410044, -0.3144798, -0.42816842, -0.00031453517, -0.0029547536000000003, -0.5363344, -1.0997608, -0.21144338000000001, -0.047523703, -0.038055807000000004, -0.44414598, -0.08593824, -1.0637952, -0.34313545, -0.58322906, -0.00035692935, -6.031526e-06, -0.00042031362, -1.1159372000000002e-05, -0.6805207, -0.4565614, -0.014391759, -0.52922475, -0.57114387, -0.011844072, -0.015167264000000001, -0.24342673, -0.6467404, -0.024049593, -0.010203763000000001, -4.0246297000000006e-05, -8.058068499999999e-06, -0.00010820183, -4.2392992e-05, -0.023994092, -0.079785615, -0.000113805574, -9.012677e-06, -7.937927e-06, -0.0010527672]",,31,1
174," Adam had 48 books. If he sold 19 of them and used the money he earned to buy 38 new books, how many books would Adam have? ",67," Adam had 48 books. If he sold 19 of them, he would have 48 - 19 = 29 books left. If he used the money he earned to buy 38 new books, he would have 29 + 38 = 67 books. The answer is 67.","[' Adam', ' had', ' 48', ' books', '.', ' If', ' he', ' sold', ' 19', ' of', ' them', ',', ' he', ' would', ' have', ' 48', ' -', ' 19', ' =', ' 29', ' books', ' left', '.', ' If', ' he', ' used', ' the', ' money', ' he', ' earned', ' to', ' buy', ' 38', ' new', ' books', ',', ' he', ' would', ' have', ' 29', ' +', ' 38', ' =', ' 67', ' books', '.', ' The', ' answer', ' is', ' 67', '.']","[-0.3023617, -0.84734434, -0.04878571, -0.0037989859000000003, -0.23828341, -0.78612775, -0.0040294845000000004, -0.0030179454000000003, -0.00015350676, -0.6122137999999999, -0.0053314976, -0.20667471, -0.39266318, -0.010680367000000001, -0.10610042500000001, -0.34343153, -0.012945187, -0.00021204853999999998, -0.043265782, -2.045765e-05, -0.18049774000000002, -0.6124096, -0.0011172693, -0.73197705, -0.00093117333, -0.6937048, -0.08537999, -0.0012543442, -0.15870476, -0.004896545, -0.32847255000000003, -0.00027160783, -0.0021658898, -0.118703075, -0.00015970749, -0.0005174555000000001, -0.46792219999999995, -0.00021467115, -0.015157038000000001, -0.034164418, -0.00011797881599999999, -6.754697000000001e-05, -0.0053147194, -5.896488e-05, -0.015443008000000001, -0.5413195, -0.12259282, -6.0276172e-05, -3.595572e-05, -9.4849514e-05, -0.004464300300000001]",,67,1
175, In fourth grade there were 31 students at the start of the year. During the year 5 students left and 11 new students came to school. How many students were in fourth grade at the end? ,37," There were originally 31 students. 5 left, and 11 came. So the answer is 31 - 5 + 11 = 37.","[' There', ' were', ' originally', ' 31', ' students', '.', ' 5', ' left', ',', ' and', ' 11', ' came', '.', ' So', ' the', ' answer', ' is', ' 31', ' -', ' 5', ' +', ' 11', ' =', ' 37', '.']","[-0.8675136999999999, -0.030895684000000003, -0.5885486999999999, -5.169127e-05, -0.014964438000000002, -0.5519897, -0.16662888, -0.48937184, -0.7483968, -0.51239413, -0.00025312486, -0.059720997000000005, -0.5311791, -0.1731439, -0.25126046, -0.7802608999999999, -0.024708282, -0.001565502, -0.42581645, -0.00024990342, -9.270188e-05, -2.7251614000000003e-05, -0.058058932, -0.000431523, -0.08941903]",,37,1
176," For the school bake sale Robin made 42 cupcakes. If she sold 22 of them and then made 39 more, how many cupcakes would she have? ",59," Robin started with 42 cupcakes. After selling 22, she had 42 - 22 = 20 cupcakes. After making 39 more, she had 20 + 39 = 59 cupcakes. The answer is 59.","[' Robin', ' started', ' with', ' 42', ' cup', 'cakes', '.', ' After', ' selling', ' 22', ',', ' she', ' had', ' 42', ' -', ' 22', ' =', ' 20', ' cup', 'cakes', '.', ' After', ' making', ' 39', ' more', ',', ' she', ' had', ' 20', ' +', ' 39', ' =', ' 59', ' cup', 'cakes', '.', ' The', ' answer', ' is', ' 59', '.']","[-0.8467718, -0.6794781, -0.009764706000000001, -8.388231e-05, -0.0013386162, -3.6074933e-05, -0.02085073, -1.185906, -0.002737891, -0.0074812775, -0.25035799999999997, -0.0022673833, -0.63110876, -0.0029524812, -0.013536434000000002, -0.00039997964999999996, -0.009512603000000001, -2.6773841e-05, -0.72403586, -1.6207987e-06, -0.5263029, -0.19502407, -0.0028955126, -7.934956400000001e-05, -0.0024865346, -0.009898337, -0.0007485673, -0.25329757, -0.0012201492, -5.5385808e-05, -0.000272799, -0.0012714727, -0.0005215096000000001, -0.051271133, -1.4377073000000001e-05, -0.048968475000000004, -0.06829572, -0.000113686365, -7.1481794e-05, -7.684431e-05, -0.0057409196]",,59,1
177," A florist had 11 roses. If she sold 2 of them and then later picked 32 more, how many roses would she have? ",41, The florist had 11 roses. She sold 2 of them. So she has 11 - 2 = 9 roses. Then she picked 32 more. So she has 9 + 32 = 41 roses. The answer is 41.,"[' The', ' fl', 'or', 'ist', ' had', ' 11', ' roses', '.', ' She', ' sold', ' 2', ' of', ' them', '.', ' So', ' she', ' has', ' 11', ' -', ' 2', ' =', ' 9', ' roses', '.', ' Then', ' she', ' picked', ' 32', ' more', '.', ' So', ' she', ' has', ' 9', ' +', ' 32', ' =', ' 41', ' roses', '.', ' The', ' answer', ' is', ' 41', '.']","[-0.42277962, -0.0011641699000000001, -9.341901000000001e-05, -2.665838e-05, -0.6885954, -0.0071615526, -0.0011514624, -0.31862026, -0.9202875500000001, -0.031060016000000003, -0.006193868000000001, -0.57738566, -0.0007964676, -1.0719668, -0.43984039999999996, -0.060904842, -0.69053644, -0.00025276537, -0.012891994, -3.4523340000000005e-05, -0.078475684, -3.7983213e-05, -0.15360427000000001, -0.3371571, -0.8474071999999999, -0.032898523, -0.023276025000000002, -0.012652803, -0.011084815000000001, -0.10932242, -0.11570199, -0.053137355000000004, -0.006699465700000001, -0.014593624000000001, -0.00023416692999999998, -3.130471e-05, -0.024845144000000003, -0.000118811404, -0.013850653000000001, -0.22800232, -0.395184, -6.13453e-05, -2.4510746e-05, -1.6402679e-05, -0.011980696]",,41,1
178," Frank had 11 dollars. At the store he spent $3 on a new game. If he got another 14 dollars for his allowance, how much money does he have now? ",22, Frank had 11 dollars. He spent 3 dollars on a new game. So he had 11 - 3 = 8 dollars left. Then he got 14 more dollars. So he has 8 + 14 = 22 dollars now. The answer is 22.,"[' Frank', ' had', ' 11', ' dollars', '.', ' He', ' spent', ' 3', ' dollars', ' on', ' a', ' new', ' game', '.', ' So', ' he', ' had', ' 11', ' -', ' 3', ' =', ' 8', ' dollars', ' left', '.', ' Then', ' he', ' got', ' 14', ' more', ' dollars', '.', ' So', ' he', ' has', ' 8', ' +', ' 14', ' =', ' 22', ' dollars', ' now', '.', ' The', ' answer', ' is', ' 22', '.']","[-0.077431545, -0.60856247, -0.003438145, -0.0014851508, -0.12196627, -0.26716825, -0.09070109, -0.04451385, -0.15601869999999998, -0.7815567, -0.04321543, -0.46811092, -5.5556293e-06, -0.14051619, -0.19753326000000002, -0.21280384, -0.6959343, -0.00014217819, -0.0048890603, -3.869565e-05, -0.013240496000000001, -2.4510746e-05, -0.09584008000000001, -0.105404496, -0.001345061, -0.38386354, -0.0016305768, -0.0020927757, -0.06380349, -0.117750876, -0.037104968, -0.5921765999999999, -0.26344696, -0.50823087, -0.03732768, -0.0034813883000000003, -0.0013070428, -4.716134000000001e-05, -0.008606549, -4.2392992e-05, -0.014837874000000001, -0.2887418, -0.0070090815, -0.14946626, -1.7595703000000003e-05, -9.370307e-06, -1.0681599e-05, -0.0069038044000000005]",,22,1
179," Haley was playing a video game and had 14 lives. In a hard part of the game she lost 4 lives. If she got 36 more lives in the next level, how many lives would she have? ",46," Haley started with 14 lives. She lost 4 lives, so she had 14 - 4 = 10 lives. If she got 36 more lives in the next level, she would have 10 + 36 = 46 lives. The answer is 46.","[' Haley', ' started', ' with', ' 14', ' lives', '.', ' She', ' lost', ' 4', ' lives', ',', ' so', ' she', ' had', ' 14', ' -', ' 4', ' =', ' 10', ' lives', '.', ' If', ' she', ' got', ' 36', ' more', ' lives', ' in', ' the', ' next', ' level', ',', ' she', ' would', ' have', ' 10', ' +', ' 36', ' =', ' 46', ' lives', '.', ' The', ' answer', ' is', ' 46', '.']","[-0.11456527, -0.9687328, -0.02903978, -0.000872886, -0.00053337787, -0.026188372, -0.84343183, -0.60818374, -0.0008378686599999999, -0.20917435, -0.94410414, -0.007606433, -0.014353123, -0.28662574, -0.0009457891000000001, -0.0017071172, -6.408898e-05, -0.02279223, -1.2946569000000003e-05, -0.104257636, -0.11177105, -1.1850989, -0.0018662483000000001, -0.19982834, -5.288523200000001e-05, -0.22363977000000002, -0.027886499000000002, -0.5500256, -0.0004422574, -0.003322059, -0.00018248011, -0.002116789, -0.10824694500000001, -0.016835317000000002, -0.0017151173, -0.05269832, -5.300351e-05, -5.5556293e-06, -0.022850279, -0.00010045138999999999, -0.03389123, -0.065814234, -0.45565853, -6.957351400000001e-05, -8.185389000000001e-05, -0.00028889967, -0.0071369978]",,46,1
180," Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? ",58," Luke had 48 dollars in January. He spent 11 dollars, so he had 48 - 11 = 37 dollars. If he got 21 more dollars from his mom, he would have 37 + 21 = 58 dollars. The answer is 58.","[' Luke', ' had', ' 48', ' dollars', ' in', ' January', '.', ' He', ' spent', ' 11', ' dollars', ',', ' so', ' he', ' had', ' 48', ' -', ' 11', ' =', ' 37', ' dollars', '.', ' If', ' he', ' got', ' 21', ' more', ' dollars', ' from', ' his', ' mom', ',', ' he', ' would', ' have', ' 37', ' +', ' 21', ' =', ' 58', ' dollars', '.', ' The', ' answer', ' is', ' 58', '.']","[-0.97620946, -0.7000242999999999, -0.020163182, -0.0029562480000000003, -0.15477492, -0.00010796247, -0.009071503, -0.94423765, -0.008788067, -4.513573400000001e-05, -0.06414579000000001, -0.7678316, -0.019703805, -0.06512891500000001, -0.0148344245, -0.0034399368, -0.0035702144, -0.00026314214, -0.006065289000000001, -0.00014015350999999998, -0.27582288, -0.42728868000000003, -1.0419723, -0.0057997317000000005, -0.010363530000000001, -0.17498957, -0.42364287, -0.08730794500000001, -0.6164081, -0.0008151402000000001, -0.0005248493399999999, -0.005079129700000001, -0.3882334, -0.0054837163, -0.0009055181, -0.022583038, -0.00019499794999999998, -1.3542607e-05, -0.0031056546, -2.3675353000000002e-05, -0.074856885, -0.022844912000000002, -0.32071713, -0.00015302899, -2.5225998000000003e-05, -2.3078366e-05, -0.030418882]",,58,1
181," Emily was playing a video game and had 42 lives. In a hard part of the game she lost 25 lives. If she got 24 more lives in the next level, how many lives would she have? ",41," Emily started with 42 lives. She lost 25 lives. So she had 42 - 25 = 17 lives. If she got 24 more lives, she would have 17 + 24 = 41 lives. The answer is 41.","[' Emily', ' started', ' with', ' 42', ' lives', '.', ' She', ' lost', ' 25', ' lives', '.', ' So', ' she', ' had', ' 42', ' -', ' 25', ' =', ' 17', ' lives', '.', ' If', ' she', ' got', ' 24', ' more', ' lives', ',', ' she', ' would', ' have', ' 17', ' +', ' 24', ' =', ' 41', ' lives', '.', ' The', ' answer', ' is', ' 41', '.']","[-0.080318205, -0.82230127, -0.02568445, -2.1889093000000004e-05, -0.0023310087, -0.026570735, -1.0894513, -0.62655, -1.3422466000000001e-05, -0.28625086, -0.7734314, -0.13074768, -0.023065083, -0.21725945, -0.00027244323, -0.008934678, -0.00013526501, -0.048513312, -0.0013474489, -0.072991975, -0.20508619, -0.6760056600000001, -0.0011997992, -0.13976973, -5.79217e-06, -0.059246182, -0.09506977, -0.66607916, -0.222271, -0.016350629000000002, -0.009460071, -0.4202296, -0.0002297562, -2.2006430000000002e-05, -0.009595526, -4.4419543e-05, -0.03336616, -0.01627005, -0.6034413, -3.881579e-05, -0.00010522066999999999, -3.1901687000000004e-05, -0.0063453782000000005]",,41,1
