,question,answer,response,mapping,response_answer,equations,correct
62, Debby bought two coloring books. One had c0 pictures and the other had c1. After one week she had already colored c2 of the pictures. How many pictures does she still have to color? ,23,"Debby had c0 pictures in one coloring book and c1 pictures in the other, so she had a total of c0 + c1 pictures. After coloring c2 pictures, she still has c0 + c1 - c2 pictures left to color. 
pictures_left = c0 + c1 - c2
The answer is pictures_left.","{'c0': 16.0, 'c1': 40.0, 'c2': 33.0}",23,"['pictures_left =  c0 + c1 - c2', 'answer = pictures_left']",1
63," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",9,"The cafeteria ordered c0 + c1 apples in total. But only c2 students wanted fruit, so they only needed c2 apples. The difference between what they ordered and what they needed is the extra apples. 
extra_apples = (c0 + c1) - c2
The answer is extra_apples.","{'c0': 8.0, 'c1': 43.0, 'c2': 42.0}",9,"['extra_apples =  (c0 + c1) - c2', 'answer = extra_apples']",1
64," Edward started his own lawn mowing business. In the spring he made c0 dollars mowing lawns and in the summer he made c1 dollars. If he had to spend c2 dollars buying supplies, how much money did he end up with? ",24,"Edward made c0 dollars in the spring and c1 dollars in the summer. He spent c2 dollars on supplies. So his total earnings were c0 + c1 and his total expenses were c2. 
total_earnings = c0 + c1
total_expenses = c2
His final profit is his earnings minus his expenses. 
final_profit = total_earnings - total_expenses
The answer is final_profit.","{'c0': 2.0, 'c1': 27.0, 'c2': 5.0}",24,"['total_earnings =  c0 + c1', 'total_expenses =  c2', 'final_profit =  total_earnings - total_expenses', 'answer = final_profit']",1
65, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,28,"The pet store had c0 siamese cats and c1 house cats, so they had a total of c0 + c1 cats. After selling c2 cats, they have c0 + c1 - c2 cats left. 
cats_remaining = c0 + c1 - c2
The answer is cats_remaining.","{'c0': 36.0, 'c1': 18.0, 'c2': 26.0}",28,"['cats_remaining =  c0 + c1 - c2', 'answer = cats_remaining']",1
66," Olivia and her mom were picking carrots from their garden. Olivia picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",15,"Olivia picked c0 carrots and her mother picked c1. So they had c0 + c1 carrots in total. If only c2 of them were good, then the rest must be bad. 
bad_carrots = c0 + c1 - c2
The answer is bad_carrots.","{'c0': 20.0, 'c1': 14.0, 'c2': 19.0}",15,"['bad_carrots =  c0 + c1 - c2', 'answer = bad_carrots']",1
67, George had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,8,"George started with c0 dollars. He got c1 more dollars for his birthday, so he had c0 + c1 dollars. After spending c2 on a new game, he had c0 + c1 - c2 dollars left. 
money_remaining = c0 + c1 - c2
The answer is money_remaining.","{'c0': 30.0, 'c1': 16.0, 'c2': 38.0}",8,"['money_remaining =  c0 + c1 - c2', 'answer = money_remaining']",1
68," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",47,"There were c0 + c1 students trying out in total. c2 of them got called back, so c0 + c1 - c2 students didn't make the cut. 
students_not_called_back = c0 + c1 - c2
The answer is students_not_called_back.","{'c0': 6.0, 'c1': 48.0, 'c2': 7.0}",47,"['students_not_called_back =  c0 + c1 - c2', 'answer = students_not_called_back']",1
69, For the school bake sale Amy made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,51,"Amy made c0 cupcakes and c1 cookies. She took c2 pastries back home, so she must have sold c0 + c1 - c2 pastries. 
pastries_sold = c0 + c1 - c2
The answer is pastries_sold.","{'c0': 15.0, 'c1': 48.0, 'c2': 12.0}",51,"['pastries_sold =  c0 + c1 - c2', 'answer = pastries_sold']",1
70," At the schools book fair Victor bought c0 adventure books and c1 mystery books. If c2 of the books were used, how many new books did he buy? ",53,"Victor bought c0 adventure books and c1 mystery books, so he bought a total of c0 + c1 books. If c2 of the books were used, then he must have bought c0 + c1 - c2 new books. 
new_books = c0 + c1 - c2
The answer is new_books.","{'c0': 32.0, 'c1': 37.0, 'c2': 16.0}",53,"['new_books =  c0 + c1 - c2', 'answer = new_books']",1
71," While on vacation, Haley took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",20,"Haley took c0 pictures at the zoo and c1 at the museum, so she had a total of c0 + c1 pictures. After deleting c2 pictures, she had c0 + c1 - c2 pictures left. 
remaining_pictures = c0 + c1 - c2
The answer is remaining_pictures.","{'c0': 50.0, 'c1': 8.0, 'c2': 38.0}",20,"['remaining_pictures =  c0 + c1 - c2', 'answer = remaining_pictures']",1
72," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",31,"The cafeteria ordered c0 + c1 apples in total. But only c2 students wanted fruit, so they only needed c2 apples. The difference between what they ordered and what they needed is the extra apples. 
extra_apples = (c0 + c1) - c2
The answer is extra_apples.","{'c0': 37.0, 'c1': 45.0, 'c2': 51.0}",31,"['extra_apples =  (c0 + c1) - c2', 'answer = extra_apples']",1
73," While shopping, Maria bought c0 green towels and c1 white towels. If she gave her mother c2 of them, how many towels did Maria end up with? ",22,"Maria started with c0 green towels and c1 white towels. In total, she had c0 + c1 towels. After giving c2 towels to her mother, she had c0 + c1 - c2 towels left. 
towels_remaining = c0 + c1 - c2
The answer is towels_remaining.","{'c0': 35.0, 'c1': 21.0, 'c2': 34.0}",22,"['towels_remaining =  c0 + c1 - c2', 'answer = towels_remaining']",1
74," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",39,"There were c0 + c1 students trying out in total. c2 of them got called back, so c0 + c1 - c2 students didn't make the cut. 
students_not_making_cut = c0 + c1 - c2
The answer is students_not_making_cut.","{'c0': 17.0, 'c1': 32.0, 'c2': 10.0}",39,"['students_not_making_cut =  c0 + c1 - c2', 'answer = students_not_making_cut']",1
75," Nancy and her mom were picking carrots from their garden. Nancy picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",14,"Nancy picked c0 carrots and her mother picked c1. So they had c0 + c1 carrots in total. If only c2 of them were good, then the rest must be bad. 
bad_carrots = c0 + c1 - c2
The answer is bad_carrots.","{'c0': 38.0, 'c1': 47.0, 'c2': 71.0}",14,"['bad_carrots =  c0 + c1 - c2', 'answer = bad_carrots']",1
76," A waiter at 'The Greasy Spoon' restaurant had c0 customers to wait on. During the lunch rush he added another c1 customers. If c2 of the customers didn't leave him a tip, how many customers did leave a tip? ",15,"The waiter started with c0 customers. He added c1 more customers during the lunch rush. So he had c0 + c1 customers in total. 
total_customers = c0 + c1
If c2 customers didn't leave a tip, then the number of customers who did leave a tip is total_customers - c2. 
customers_with_tip = total_customers - c2
The answer is customers_with_tip.","{'c0': 29.0, 'c1': 20.0, 'c2': 34.0}",15,"['total_customers =  c0 + c1', 'customers_with_tip =  total_customers - c2', 'answer = customers_with_tip']",1
77," Tom had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",30,"Tom had to wash c0 + c1 shirts in total. If he only washed c2 of them, then he did not wash c0 + c1 - c2 shirts. 
shirts_not_washed = c0 + c1 - c2
The answer is shirts_not_washed.","{'c0': 10.0, 'c1': 25.0, 'c2': 5.0}",30,"['shirts_not_washed =  c0 + c1 - c2', 'answer = shirts_not_washed']",1
78," Vanessa had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",34,"Vanessa had c0 + c1 total files on her flash drive. After deleting c2 files, she had c0 + c1 - c2 files remaining. 
remaining_files = c0 + c1 - c2
The answer is remaining_files.","{'c0': 16.0, 'c1': 48.0, 'c2': 30.0}",34,"['remaining_files =  c0 + c1 - c2', 'answer = remaining_files']",1
79," Kaleb started his own lawn mowing business. In the spring he made c0 dollars mowing lawns and in the summer he made c1 dollars. If he had to spend c2 dollars buying supplies, how much money did he end up with? ",50,"Kaleb made c0 dollars in the spring and c1 dollars in the summer. So his total earnings were c0 + c1 dollars. 
total_earnings = c0 + c1
He spent c2 dollars on supplies, so his final earnings were total_earnings - c2 dollars. 
final_earnings = total_earnings - c2
The answer is final_earnings.","{'c0': 4.0, 'c1': 50.0, 'c2': 4.0}",50,"['total_earnings =  c0 + c1', 'final_earnings =  total_earnings - c2', 'answer = final_earnings']",1
80," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",16,"The cafeteria ordered c0 + c1 apples in total. But only c2 students wanted fruit, so they only needed c2 apples. The difference between what they ordered and what they needed is the extra apples. 
extra_apples = (c0 + c1) - c2
The answer is extra_apples.","{'c0': 6.0, 'c1': 15.0, 'c2': 5.0}",16,"['extra_apples =  (c0 + c1) - c2', 'answer = extra_apples']",1
81," Bianca picked c0 tulips and c1 roses to make flower bouquets. If she only used c2 of the flowers though, how many extra flowers did Bianca pick? ",7,"Bianca picked c0 tulips and c1 roses, so she picked a total of c0 + c1 flowers. If she only used c2 of them, then she had c0 + c1 - c2 extra flowers. 
extra_flowers = c0 + c1 - c2
The answer is extra_flowers.","{'c0': 39.0, 'c1': 49.0, 'c2': 81.0}",7,"['extra_flowers =  c0 + c1 - c2', 'answer = extra_flowers']",1
82," While on vacation, Nancy took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",19,"Nancy took c0 pictures at the zoo and c1 at the museum, so she had a total of c0 + c1 pictures. After deleting c2 pictures, she had c0 + c1 - c2 pictures left. 
remaining_pictures = c0 + c1 - c2
The answer is remaining_pictures.","{'c0': 49.0, 'c1': 8.0, 'c2': 38.0}",19,"['remaining_pictures =  c0 + c1 - c2', 'answer = remaining_pictures']",1
83," Gwen had c0 math problems and c1 science problems for homework. If she finished c2 of the problems at school, how many problems did she have to do for homework? ",5,"Gwen had c0 math problems and c1 science problems. She finished c2 problems at school. So she has c0 + c1 - c2 problems left to do for homework. 
homework_problems = c0 + c1 - c2
The answer is homework_problems.","{'c0': 18.0, 'c1': 11.0, 'c2': 24.0}",5,"['homework_problems =  c0 + c1 - c2', 'answer = homework_problems']",1
84," For Halloween Katie and her sister combined the candy they received. Katie had c0 pieces of candy while her sister had c1. If they ate c2 pieces the first night, how many pieces do they have left? ",7,"Katie had c0 pieces of candy and her sister had c1. In total, they had c0 + c1 pieces of candy. After eating c2 pieces, they have c0 + c1 - c2 pieces left. 
remaining_candy = c0 + c1 - c2
The answer is remaining_candy.","{'c0': 10.0, 'c1': 6.0, 'c2': 9.0}",7,"['remaining_candy =  c0 + c1 - c2', 'answer = remaining_candy']",1
85, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,45,"The pet store had c0 siamese cats and c1 house cats, so they had a total of c0 + c1 cats. After selling c2 cats, they have c0 + c1 - c2 cats left. 
cats_remaining = c0 + c1 - c2
The answer is cats_remaining.","{'c0': 15.0, 'c1': 49.0, 'c2': 19.0}",45,"['cats_remaining =  c0 + c1 - c2', 'answer = cats_remaining']",1
86," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",21,"There were c0 + c1 students trying out in total. c2 of them got called back, so c0 + c1 - c2 students didn't make the cut. 
students_not_called_back = c0 + c1 - c2
The answer is students_not_called_back.","{'c0': 9.0, 'c1': 14.0, 'c2': 2.0}",21,"['students_not_called_back =  c0 + c1 - c2', 'answer = students_not_called_back']",1
87," Haley had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",58,"Haley had c0 + c1 total files on her flash drive. After deleting c2 files, she had c0 + c1 - c2 files remaining. 
remaining_files = c0 + c1 - c2
The answer is remaining_files.","{'c0': 27.0, 'c1': 42.0, 'c2': 11.0}",58,"['remaining_files =  c0 + c1 - c2', 'answer = remaining_files']",1
88," While shopping, Maria bought c0 green towels and c1 white towels. If she gave her mother c2 of them, how many towels did Maria end up with? ",19,"Maria started with c0 green towels and c1 white towels. In total, she had c0 + c1 towels. After giving c2 towels to her mother, she had c0 + c1 - c2 towels left. 
towels_remaining = c0 + c1 - c2
The answer is towels_remaining.","{'c0': 40.0, 'c1': 44.0, 'c2': 65.0}",19,"['towels_remaining =  c0 + c1 - c2', 'answer = towels_remaining']",1
89," A waiter at 'The Greasy Spoon' restaurant had c0 customers to wait on. During the lunch rush he added another c1 customers. If c2 of the customers didn't leave him a tip, how many customers did leave a tip? ",2,"The waiter started with c0 customers. He added c1 more customers during the lunch rush. So he had c0 + c1 customers in total. 
total_customers = c0 + c1
If c2 customers didn't leave a tip, then the remaining customers did leave a tip. 
customers_with_tip = total_customers - c2
The answer is customers_with_tip.","{'c0': 39.0, 'c1': 12.0, 'c2': 49.0}",2,"['total_customers =  c0 + c1', 'customers_with_tip =  total_customers - c2', 'answer = customers_with_tip']",1
