,question,answer,response,mapping,response_answer,equations
66," Olivia and her mom were picking carrots from their garden. Olivia picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",15.0," Olivia and her mom picked c0 and c1 carrots, but only c2 of them were good. So they must have had c0 + c1 - c2 bad carrots.
bad_carrots = c0 + c1 - c2
The answer is bad_carrots.","{'c0': 20.0, 'c1': 14.0, 'c2': 19.0}",15.0,"['bad_carrots =  c0 + c1 - c2', 'answer = bad_carrots']"
67, George had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,8.0," George had c0 dollars. He got c1 more dollars, but he spent c2 dollars on a new game. So he has c0 + c1 - c2 dollars now. 
money_now = c0 + c1 - c2
The answer is money_now.","{'c0': 30.0, 'c1': 16.0, 'c2': 38.0}",8.0,"['money_now =  c0 + c1 - c2', 'answer = money_now']"
68," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",47.0," There were c0 + c1 students in total. If c2 of them made the cut, then (c0 + c1) - c2 of them did not make the cut.

didnt_make_cut = (c0 + c1) - c2","{'c0': 6.0, 'c1': 48.0, 'c2': 7.0}",47.0,['didnt_make_cut =  (c0 + c1) - c2']
69, For the school bake sale Amy made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,51.0," Amy started with c0 cupcakes and c1 cookies. After the sale she had c2 pastries left. So she must have sold c0 + c1 - c2 pastries.
sold pastries = c0 + c1 - c2
The answer is sold pastries.","{'c0': 15.0, 'c1': 48.0, 'c2': 12.0}",51.0,"['pastries =  c0 + c1 - c2', 'answer = sold pastries']"
70," At the schools book fair Victor bought c0 adventure books and c1 mystery books. If c2 of the books were used, how many new books did he buy? ",53.0," Victor bought c0 adventure books and c1 mystery books. If c2 of the books were used, then he must have bought c2 more books. 
new_books = c2
The answer is new_books.","{'c0': 32.0, 'c1': 37.0, 'c2': 16.0}",16.0,"['new_books =  c2', 'answer = new_books']"
71," While on vacation, Haley took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",20.0," Haley took c0 + c1 pictures on vacation. She then deleted c2 pictures. So she would have (c0 + c1) - c2 pictures left. 
vacation_pics = (c0 + c1) - c2
The answer is vacation_pics.","{'c0': 50.0, 'c1': 8.0, 'c2': 38.0}",20.0,"['vacation_pics =  (c0 + c1) - c2', 'answer = vacation_pics']"
72," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",31.0," 

There were c0 red apples and c1 green apples ordered. But only c2 students wanted fruit, so the cafeteria ended up with c2 - (c0 + c1) extra apples.

extra_apples = c2 - (c0 + c1)

The answer is extra_apples.","{'c0': 37.0, 'c1': 45.0, 'c2': 51.0}",-31.0,"['extra_apples =  c2 - (c0 + c1)', 'answer = extra_apples']"
73," While shopping, Maria bought c0 green towels and c1 white towels. If she gave her mother c2 of them, how many towels did Maria end up with? ",22.0," Maria started with c0 + c1 towels. She gave her mother c2 towels. So she must have c0 + c1 - c2 towels left.
towels_left = c0 + c1 - c2
The answer is towels_left.","{'c0': 35.0, 'c1': 21.0, 'c2': 34.0}",22.0,"['towels_left =  c0 + c1 - c2', 'answer = towels_left']"
74," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",39.0," There were c0 + c1 students in total. If c2 of them made the cut, then (c0 + c1) - c2 of them did not make the cut.

didnt_make_cut = (c0 + c1) - c2","{'c0': 17.0, 'c1': 32.0, 'c2': 10.0}",39.0,['didnt_make_cut =  (c0 + c1) - c2']
75," Nancy and her mom were picking carrots from their garden. Nancy picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",14.0," Nancy and her mom picked c0 and c1 carrots, respectively. If they had a total of c2 good carrots, that means they had (c0 + c1) - c2 bad carrots.
bad_carrots = (c0 + c1) - c2
The answer is bad_carrots.","{'c0': 38.0, 'c1': 47.0, 'c2': 71.0}",14.0,"['bad_carrots =  (c0 + c1) - c2', 'answer = bad_carrots']"
76," A waiter at 'The Greasy Spoon' restaurant had c0 customers to wait on. During the lunch rush he added another c1 customers. If c2 of the customers didn't leave him a tip, how many customers did leave a tip? ",15.0,"  There were c0 customers originally, and then c1 more were added. In total, there were c1 + c0 = c2 customers. But c2 customers didn't leave a tip, so that means 0 customers left a tip.","{'c0': 29.0, 'c1': 20.0, 'c2': 34.0}",,"[""c0 =  c2 customers. But c2 customers didn't leave a tip, so that means 0 customers left a tip.""]"
77," Tom had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",30.0," Tom had to wash c0 + c1 shirts in total. But he only washed c2 of them. So he must not have washed c0 + c1 - c2 shirts.
not_washed = c0 + c1 - c2
The answer is not_washed.","{'c0': 10.0, 'c1': 25.0, 'c2': 5.0}",30.0,"['not_washed =  c0 + c1 - c2', 'answer = not_washed']"
78," Vanessa had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",34.0," Vanessa had c0 music files and c1 video files originally. She deleted c2 files in total. So there are c0 + c1 - c2 files remaining. 
files_remaining = c0 + c1 - c2
The answer is files_remaining.","{'c0': 16.0, 'c1': 48.0, 'c2': 30.0}",34.0,"['files_remaining =  c0 + c1 - c2', 'answer = files_remaining']"
79," Kaleb started his own lawn mowing business. In the spring he made c0 dollars mowing lawns and in the summer he made c1 dollars. If he had to spend c2 dollars buying supplies, how much money did he end up with? ",50.0," Kaleb made c0 dollars in the spring and c1 dollars in the summer. He spent c2 dollars on supplies. So his total profit was c0 + c1 - c2. 
profit = c0 + c1 - c2
The answer is profit.","{'c0': 4.0, 'c1': 50.0, 'c2': 4.0}",50.0,"['profit =  c0 + c1 - c2', 'answer = profit']"
80," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",16.0," 

There were c0 red apples and c1 green apples ordered. But only c2 students wanted fruit, so the cafeteria ended up with c2 - (c0 + c1) extra apples.","{'c0': 6.0, 'c1': 15.0, 'c2': 5.0}",,[]
81," Bianca picked c0 tulips and c1 roses to make flower bouquets. If she only used c2 of the flowers though, how many extra flowers did Bianca pick? ",7.0," Bianca picked c0 tulips and c1 roses. She used c2 flowers in total. So she must have c2 - c0 - c1 extra flowers.
extra_flowers = c2 - c0 - c1
The answer is extra_flowers.","{'c0': 39.0, 'c1': 49.0, 'c2': 81.0}",-7.0,"['extra_flowers =  c2 - c0 - c1', 'answer = extra_flowers']"
82," While on vacation, Nancy took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",19.0," Nancy took c0 + c1 pictures on vacation. She then deleted c2 pictures. So she would have (c0 + c1) - c2 pictures left. 
vacation_pictures = (c0 + c1) - c2
The answer is vacation_pictures.","{'c0': 49.0, 'c1': 8.0, 'c2': 38.0}",19.0,"['vacation_pictures =  (c0 + c1) - c2', 'answer = vacation_pictures']"
83," Gwen had c0 math problems and c1 science problems for homework. If she finished c2 of the problems at school, how many problems did she have to do for homework? ",5.0," Gwen had c0 math problems and c1 science problems for homework. If she finished c2 of the problems at school, she would have c0 - c2 math problems and c1 - c2 science problems for homework. 
math_problems = c0 - c2 
science_problems = c1 - c2 
The answer is math_problems + science_problems.","{'c0': 18.0, 'c1': 11.0, 'c2': 24.0}",-19.0,"['math_problems =  c0 - c2 ', 'science_problems =  c1 - c2 ', 'answer = math_problems + science_problems']"
84," For Halloween Katie and her sister combined the candy they received. Katie had c0 pieces of candy while her sister had c1. If they ate c2 pieces the first night, how many pieces do they have left? ",7.0," Katie and her sister had c0 + c1 = total pieces of candy. They ate c2 pieces, so they have (c0 + c1) - c2 = left pieces of candy. 
left_pieces = (c0 + c1) - c2
The answer is left_pieces.","{'c0': 10.0, 'c1': 6.0, 'c2': 9.0}",7.0,"['c1 =  total pieces of candy. They ate c2 pieces, so they have (c0 + c1) - c2 ', 'left_pieces =  (c0 + c1) - c2', 'answer = left_pieces']"
85, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,45.0," There were c0 + c1 cats to start with. Then they sold c2 cats. So there are (c0 + c1) - c2 cats left. 
leftover_cats = (c0 + c1) - c2
The answer is leftover_cats.","{'c0': 15.0, 'c1': 49.0, 'c2': 19.0}",45.0,"['leftover_cats =  (c0 + c1) - c2', 'answer = leftover_cats']"
86," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",21.0," There were c0 + c1 students in total. If c2 of them made the cut, then (c0 + c1) - c2 of them did not make the cut.

didnt_make_cut = (c0 + c1) - c2","{'c0': 9.0, 'c1': 14.0, 'c2': 2.0}",21.0,['didnt_make_cut =  (c0 + c1) - c2']
87," Haley had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",58.0," Haley had c0 music files and c1 video files originally. If she deleted c2 files, then she would have c0 - c2 music files and c1 - c2 video files. So the answer is c0 - c2 + c1 - c2, which is c0 + c1 - c2.","{'c0': 27.0, 'c1': 42.0, 'c2': 11.0}",,[]
88," While shopping, Maria bought c0 green towels and c1 white towels. If she gave her mother c2 of them, how many towels did Maria end up with? ",19.0," Maria started with c0 + c1 towels. She gave her mother c2 towels. So she must have c0 + c1 - c2 towels left.
towels_left = c0 + c1 - c2
The answer is towels_left.","{'c0': 40.0, 'c1': 44.0, 'c2': 65.0}",19.0,"['towels_left =  c0 + c1 - c2', 'answer = towels_left']"
89," A waiter at 'The Greasy Spoon' restaurant had c0 customers to wait on. During the lunch rush he added another c1 customers. If c2 of the customers didn't leave him a tip, how many customers did leave a tip? ",2.0,"  There were c0 customers originally, and then c1 more were added. In total, there were c1 + c0 = c2 customers. But c2 customers didn't leave a tip, so that means 0 customers left a tip.","{'c0': 39.0, 'c1': 12.0, 'c2': 49.0}",,"[""c0 =  c2 customers. But c2 customers didn't leave a tip, so that means 0 customers left a tip.""]"
90, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,8.0, There are c0 + c1 - c2 cats left.,"{'c0': 19.0, 'c1': 45.0, 'c2': 56.0}",,[]
91," A waiter at 'The Greasy Spoon' restaurant had c0 customers to wait on. During the lunch rush he added another c1 customers. If c2 of the customers didn't leave him a tip, how many customers did leave a tip? ",26.0,"  There were c0 customers originally, and then c1 more were added. In total, there were c1 + c0 = c2 customers. But c2 customers didn't leave a tip, so that means 0 customers left a tip.","{'c0': 26.0, 'c1': 27.0, 'c2': 27.0}",,"[""c0 =  c2 customers. But c2 customers didn't leave a tip, so that means 0 customers left a tip.""]"
92, Rachel bought two coloring books. One had c0 pictures and the other had c1. After one week she had already colored c2 of the pictures. How many pictures does she still have to color? ,59.0," Rachel bought two coloring books. One had c0 pictures and the other had c1. So in total she has c0 + c1 pictures. But she has already colored c2. So she has c0 + c1 - c2 left to color. 
left_to_color = c0 + c1 - c2
The answer is left_to_color.","{'c0': 24.0, 'c1': 39.0, 'c2': 4.0}",59.0,"['left_to_color =  c0 + c1 - c2', 'answer = left_to_color']"
93," While shopping, Emily bought c0 green towels and c1 white towels. If she gave her mother c2 of them, how many towels did Emily end up with? ",9.0," Emily started with c0 + c1 towels. Then she gave away c2 towels. So she must have c0 + c1 - c2 towels left.
towels_left = c0 + c1 - c2
The answer is towels_left.","{'c0': 5.0, 'c1': 30.0, 'c2': 26.0}",9.0,"['towels_left =  c0 + c1 - c2', 'answer = towels_left']"
94," For Halloween Katie and her sister combined the candy they received. Katie had c0 pieces of candy while her sister had c1. If they ate c2 pieces the first night, how many pieces do they have left? ",23.0," Katie and her sister had c0 + c1 = total pieces of candy. If they ate c2 pieces, then they have left total - c2 pieces. 
leftover_candy = total - c2
The answer is leftover_candy.","{'c0': 8.0, 'c1': 23.0, 'c2': 8.0}",-8.0,"['c1 =  total pieces of candy. If they ate c2 pieces, then they have left total - c2 pieces. ', 'leftover_candy =  total - c2', 'answer = leftover_candy']"
95," Ned was trying to expand his game collection. He bought c0 games from a friend and bought c1 more at a garage sale. If c2 of the games didn't work, how many good games did he end up with? ",3.0," Ned started with c0 games. He bought c1 more, for a total of c0 + c1. But c2 of them were no good, so he ended up with c0 + c1 - c2 good games.

good_games = c0 + c1 - c2","{'c0': 50.0, 'c1': 27.0, 'c2': 74.0}",3.0,['good_games =  c0 + c1 - c2']
96, For the school bake sale Wendy made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,40.0," Wendy sold c0 cupcakes and c1 cookies. She had c2 pastries left over. So she must have sold c0 + c1 - c2 pastries. 
pastries_sold = c0 + c1 - c2
The answer is pastries_sold.","{'c0': 41.0, 'c1': 31.0, 'c2': 32.0}",40.0,"['pastries_sold =  c0 + c1 - c2', 'answer = pastries_sold']"
97," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",32.0," 

There were c0 red apples and c1 green apples ordered. But only c2 students wanted fruit, so the cafeteria ended up with c2 - (c0 + c1) extra apples.","{'c0': 25.0, 'c1': 17.0, 'c2': 10.0}",,[]
