,question,answer,response,mapping,response_answer,equations,correct
65, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,28,"The pet store originally had c0 + c1 cats. After the sale, they sold c2 cats, so they have c0 + c1 - c2 cats left. The answer is c0 + c1 - c2.","{'c0': 36.0, 'c1': 18.0, 'c2': 26.0}",28,['The pet store originally had c0 + c1 cats'],1
66," Olivia and her mom were picking carrots from their garden. Olivia picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",15,"If c2 of the carrots were good, then the total number of carrots they picked must have been c0 + c1. 
So the number of bad carrots they had is: 
bad_carrots = (c0 + c1) - c2
The answer is bad_carrots.","{'c0': 20.0, 'c1': 14.0, 'c2': 19.0}",15,"['bad_carrots =  (c0 + c1) - c2', 'answer = bad_carrots']",1
67, George had c0 dollars. For his birthday he got c1 more dollars but spent c2 on a new game. How much money does he have now? ,8,"George had c0 dollars originally. He got c1 more dollars for his birthday, so he now has c0 + c1 dollars. However, he spent c2 dollars on a new game, so he now has c0 + c1 - c2 dollars. 
The answer is c0 + c1 - c2.","{'c0': 30.0, 'c1': 16.0, 'c2': 38.0}",8,['answer = c0 + c1 - c2'],1
68," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",47,"The total number of students who tried out is c0 + c1. If only c2 of them got called back, then the number of students who didn't make the cut is the difference between the total number of students who tried out and the number of students who got called back. 
students_who_didnt_make_cut = (c0 + c1) - c2
The answer is students_who_didnt_make_cut.","{'c0': 6.0, 'c1': 48.0, 'c2': 7.0}",47,"['students_who_didnt_make_cut =  (c0 + c1) - c2', 'answer = students_who_didnt_make_cut']",1
69, For the school bake sale Amy made pastries. She baked c0 cupcakes and c1 cookies. After the sale she had c2 to take back home. How many pastries did she sell? ,51,"Amy made c0 cupcakes and c1 cookies, so the total number of pastries she made is c0 + c1. 
She took c2 pastries back home, so the number of pastries she sold is the difference between the total number of pastries she made and the number of pastries she took back home: 
pastries_sold = (c0 + c1) - c2 
The answer is pastries_sold.","{'c0': 15.0, 'c1': 48.0, 'c2': 12.0}",51,"['pastries_sold =  (c0 + c1) - c2 ', 'answer = pastries_sold']",1
70," At the schools book fair Victor bought c0 adventure books and c1 mystery books. If c2 of the books were used, how many new books did he buy? ",53,"Victor bought c0 adventure books and c1 mystery books, so the total number of books he bought is c0 + c1. If c2 of the books were used, then the number of new books he bought is the total number of books he bought minus the number of used books: 
new_books = (c0 + c1) - c2
The answer is new_books.","{'c0': 32.0, 'c1': 37.0, 'c2': 16.0}",53,"['new_books =  (c0 + c1) - c2', 'answer = new_books']",1
71," While on vacation, Haley took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",20,"Haley took c0 + c1 pictures in total. After deleting c2 pictures, she has c0 + c1 - c2 pictures left. 
pictures_left = c0 + c1 - c2
The answer is pictures_left.","{'c0': 50.0, 'c1': 8.0, 'c2': 38.0}",20,"['pictures_left =  c0 + c1 - c2', 'answer = pictures_left']",1
72," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",31,"The cafeteria ordered c0 red apples and c1 green apples, so they ordered a total of c0 + c1 apples. But if only c2 students wanted fruit, then the cafeteria ended up with extra apples. To find out how many extra apples they have, we need to subtract the number of apples that were actually used from the total number of apples ordered. If each student gets one apple, then the number of apples used is just c2. So the number of extra apples is:

extra_apples = (c0 + c1) - c2

The answer is extra_apples.","{'c0': 37.0, 'c1': 45.0, 'c2': 51.0}",31,"['extra_apples =  (c0 + c1) - c2', 'answer = extra_apples']",1
73," While shopping, Maria bought c0 green towels and c1 white towels. If she gave her mother c2 of them, how many towels did Maria end up with? ",22,"Maria originally had c0 green towels and c1 white towels, so she had a total of c0 + c1 towels. If she gave her mother c2 towels, then she would have c0 + c1 - c2 towels left. Therefore, Maria ended up with c0 + c1 - c2 towels.","{'c0': 35.0, 'c1': 21.0, 'c2': 34.0}",22,[],1
74," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",39,"The total number of students who tried out is c0 + c1. If only c2 of them got called back, then the number of students who didn't make the cut is the difference between the total number of students who tried out and the number of students who got called back. 
students_who_didnt_make_cut = (c0 + c1) - c2
The answer is students_who_didnt_make_cut.","{'c0': 17.0, 'c1': 32.0, 'c2': 10.0}",39,"['students_who_didnt_make_cut =  (c0 + c1) - c2', 'answer = students_who_didnt_make_cut']",1
75," Nancy and her mom were picking carrots from their garden. Nancy picked c0 and her mother picked c1. If only c2 of the carrots were good, how many bad carrots did they have? ",14,"If there were c2 good carrots, then the total number of carrots they picked must have been c0 + c1. Therefore, the number of bad carrots they had is:
bad_carrots = (c0 + c1) - c2
The answer is bad_carrots.","{'c0': 38.0, 'c1': 47.0, 'c2': 71.0}",14,"['bad_carrots =  (c0 + c1) - c2', 'answer = bad_carrots']",1
76," A waiter at 'The Greasy Spoon' restaurant had c0 customers to wait on. During the lunch rush he added another c1 customers. If c2 of the customers didn't leave him a tip, how many customers did leave a tip? ",15,"The waiter had c0 customers initially and added c1 more during the lunch rush, so he had a total of c0 + c1 customers. 
The number of customers who left a tip would be the total number of customers minus the number of customers who didn't leave a tip: 
customers_with_tip = (c0 + c1) - c2 
The answer is customers_with_tip.","{'c0': 29.0, 'c1': 20.0, 'c2': 34.0}",15,"['customers_with_tip =  (c0 + c1) - c2 ', 'answer = customers_with_tip']",1
77," Tom had to wash c0 short sleeve shirts and c1 long sleeve shirts before school. If he had only washed c2 of them by the time school started, how many did he not wash? ",30,"Tom had to wash c0 + c1 shirts in total. If he only washed c2 of them, then he did not wash c0 + c1 - c2 shirts. 
not_washed = c0 + c1 - c2
The answer is not_washed.","{'c0': 10.0, 'c1': 25.0, 'c2': 5.0}",30,"['not_washed =  c0 + c1 - c2', 'answer = not_washed']",1
78," Vanessa had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",34,"Vanessa had c0 + c1 files in total on her flash drive. After deleting c2 files, she would have c0 + c1 - c2 files remaining. Therefore, the answer is c0 + c1 - c2.","{'c0': 16.0, 'c1': 48.0, 'c2': 30.0}",34,[],1
79," Kaleb started his own lawn mowing business. In the spring he made c0 dollars mowing lawns and in the summer he made c1 dollars. If he had to spend c2 dollars buying supplies, how much money did he end up with? ",50,"Kaleb made c0 dollars in the spring and c1 dollars in the summer, so his total earnings were c0 + c1. However, he had to spend c2 dollars on supplies, so his final profit was c0 + c1 - c2. The answer is c0 + c1 - c2.","{'c0': 4.0, 'c1': 50.0, 'c2': 4.0}",50,"['Kaleb made c0 dollars in the spring and c1 dollars in the summer, so his total earnings were c0 + c1']",1
80," The school cafeteria ordered c0 red apples and c1 green apples for students lunches. But, if only c2 students wanted fruit, how many extra did the cafeteria end up with? ",16,"The cafeteria ordered c0 red apples and c1 green apples, so they ordered a total of c0 + c1 apples. But if only c2 students wanted fruit, then the cafeteria ended up with c0 + c1 - c2 extra apples. 
extra_apples = c0 + c1 - c2
The answer is extra_apples.","{'c0': 6.0, 'c1': 15.0, 'c2': 5.0}",16,"['extra_apples =  c0 + c1 - c2', 'answer = extra_apples']",1
81," Bianca picked c0 tulips and c1 roses to make flower bouquets. If she only used c2 of the flowers though, how many extra flowers did Bianca pick? ",7,"Bianca picked c0 tulips and c1 roses, so she picked a total of c0 + c1 flowers. If she only used c2 of them, then she must have picked c0 + c1 - c2 extra flowers that were not used in the bouquets. 
extra_flowers = c0 + c1 - c2
The answer is extra_flowers.","{'c0': 39.0, 'c1': 49.0, 'c2': 81.0}",7,"['extra_flowers =  c0 + c1 - c2', 'answer = extra_flowers']",1
82," While on vacation, Nancy took c0 pictures at the zoo and c1 at the museum. If she later deleted c2 of the pictures, how many pictures from her vacation did she still have? ",19,"Nancy took c0 + c1 pictures in total. After deleting c2 pictures, she would have c0 + c1 - c2 pictures left. 
pictures_left = c0 + c1 - c2
The answer is pictures_left.","{'c0': 49.0, 'c1': 8.0, 'c2': 38.0}",19,"['pictures_left =  c0 + c1 - c2', 'answer = pictures_left']",1
83," Gwen had c0 math problems and c1 science problems for homework. If she finished c2 of the problems at school, how many problems did she have to do for homework? ",5,"Gwen had c0 + c1 total problems for homework. If she finished c2 of them at school, then she still had c0 + c1 - c2 problems left to do for homework. Therefore, the answer is c0 + c1 - c2.","{'c0': 18.0, 'c1': 11.0, 'c2': 24.0}",5,[],1
84," For Halloween Katie and her sister combined the candy they received. Katie had c0 pieces of candy while her sister had c1. If they ate c2 pieces the first night, how many pieces do they have left? ",7,"To find out how many pieces of candy they have left, we need to subtract the number of pieces they ate from the total number of pieces they had before. 
total_candy = c0 + c1
candy_left = total_candy - c2
The answer is candy_left.","{'c0': 10.0, 'c1': 6.0, 'c2': 9.0}",7,"['total_candy =  c0 + c1', 'candy_left =  total_candy - c2', 'answer = candy_left']",1
85, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,45,"The pet store originally had c0 + c1 cats. After the sale, they sold c2 cats, so they have c0 + c1 - c2 cats left. 
The answer is c0 + c1 - c2.","{'c0': 15.0, 'c1': 49.0, 'c2': 19.0}",45,['answer = c0 + c1 - c2'],1
86," There were c0 girls and c1 boys trying out for the schools basketball team. If only c2 of them got called back, how many students didn't make the cut? ",21,"The total number of students who tried out is c0 + c1. If only c2 of them got called back, then the number of students who didn't make the cut is the difference between the total number of students who tried out and the number of students who got called back. 
students_who_didnt_make_cut = (c0 + c1) - c2
The answer is students_who_didnt_make_cut.","{'c0': 9.0, 'c1': 14.0, 'c2': 2.0}",21,"['students_who_didnt_make_cut =  (c0 + c1) - c2', 'answer = students_who_didnt_make_cut']",1
87," Haley had c0 music files and c1 video files on her flash drive. If she deleted c2 of the files, how many files were still on her flash drive? ",58,"Haley had c0 + c1 total files on her flash drive. After deleting c2 files, she would have c0 + c1 - c2 files remaining. 
remaining_files = c0 + c1 - c2
The answer is remaining_files.","{'c0': 27.0, 'c1': 42.0, 'c2': 11.0}",58,"['remaining_files =  c0 + c1 - c2', 'answer = remaining_files']",1
88," While shopping, Maria bought c0 green towels and c1 white towels. If she gave her mother c2 of them, how many towels did Maria end up with? ",19,"Maria originally had c0 + c1 towels. After giving c2 towels to her mother, she would have c0 + c1 - c2 towels left. 
The answer is c0 + c1 - c2.","{'c0': 40.0, 'c1': 44.0, 'c2': 65.0}",19,['answer = c0 + c1 - c2'],1
89," A waiter at 'The Greasy Spoon' restaurant had c0 customers to wait on. During the lunch rush he added another c1 customers. If c2 of the customers didn't leave him a tip, how many customers did leave a tip? ",2,"The waiter had c0 customers initially and added c1 more during the lunch rush, so he had a total of c0 + c1 customers. If c2 of them didn't leave a tip, then the number of customers who did leave a tip is:
customers_with_tip = (c0 + c1) - c2
The answer is customers_with_tip.","{'c0': 39.0, 'c1': 12.0, 'c2': 49.0}",2,"['customers_with_tip =  (c0 + c1) - c2', 'answer = customers_with_tip']",1
90, A pet store had c0 siamese cats and c1 house cats. During a sale they sold c2 cats. How many cats do they have left? ,8,"The pet store originally had c0 + c1 cats. After the sale, they sold c2 cats, so they have c0 + c1 - c2 cats left. The answer is c0 + c1 - c2.","{'c0': 19.0, 'c1': 45.0, 'c2': 56.0}",8,['The pet store originally had c0 + c1 cats'],1
