,question,answer,response,mapping
242,"At a conference, one team is made up of 4 men and 4 women. Four presenters are chosen to present the team's findings in front of the entire conference. How many different groups of presenters can be chosen from the team if a team cannot be composed of men only or women only? (Two groups of presenters are considered different if at least one presenter is different.)A)120, B)19, C)180, D)420, E)460",B,"
Mapping: {x: number of different groups of presenters}
‘Eq1:x=4C2*4C2’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,combinations(4,2)*combinations(4,2))
solve(Eq1,x)
# end of Python Sympy
Answer: A",
243,"A sporting goods store carries only yellow and white golf balls. At the beginning of the day it had 600 golf balls in stock, and by the end of the day it had sold 80% of its inventory of golf balls. If the store sold an equal number of yellow and white golf balls, and in doing so sold all of its white golf balls, how many yellow golf balls did the store have to begin the day?A)80, B)120, C)240, D)320, E)360",E,"
Mapping: {x: number of yellow golf balls}
‘Eq1:x+y=600’
‘Eq2:x=y’
‘Eq3:x+y=480’
# using Python Sympy to solve for unknowns
x,y = symbols('x, y')
Eq1 = Eq(x+y,600)
Eq2 = Eq(x,y)
Eq3 = Eq(x+y,480)
print(solve([Eq1, Eq2, Eq3],(x,y)))
# end of Python Sympy
Answer: C",
244,"Fernando purchased a university meal plan that allows him to have a total of 3 lunches and 3 dinners per week. If the cafeteria is closed on weekends and Fernando always goes home for a dinner on Friday nights, how many options does he have to allocate his meals?A)5C3*4C3, B)5C4*4C2, C)5C2*4C4, D)5C6*4C5, E)4C3*4C3",A,"
Mapping: {x: options to allocate meals}
‘Eq1:x=5C3*4C3’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,combinations(5,3)*combinations(4,3))
solve(Eq1,x)
# end of Python Sympy
Answer: A",
245,"If 27 bottles of soda cost A cents, how much will B bottles cost in dollars?A)AB/2700, B)27/AB, C)AB/270, D)2700/AB, E)100AB/27",A,"
Mapping: {x: cost of B bottles in dollars}
‘Eq1:x=AB/2700’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,AB/2700)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
246,"In how many ways can the letters of the word ""PROBLEC"" be rearranged to make 7 letter words such that none of the letters repeat?A)2!, B)3!, C)7!, D)8!, E)9!",C,"
Mapping: {x: number of ways to rearrange the letters of the word ""PROBLEC""}
‘Eq1:x=7!/(2!*2!*2!)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,factorial(7)/(factorial(2)*factorial(2)*factorial(2)))
solve(Eq1,x)
# end of Python Sympy
Answer: D",
247,"A flagstaff 17.5 metre high casts a shadow of length 40.25 metre. The height of building, which casts a shadow of length 28.75 metre under similar conditions will be :A)12 metre, B)12.5 metre, C)13.5 metre, D)14 metre, E)15 metre",B,"
Mapping: {x: height of building}
‘Eq1:x/17.5=28.75/40.25’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x/17.5,28.75/40.25)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
248,"Three bells ring at intervals of 36 seconds, 40 seconds and 48 seconds, respectively. They start ringing together at a particular time. When they will ring together again?A)After 6 minutes, B)After 12 minutes, C)After 18 minutes, D)After 24 minutes, E)none",B,"
Mapping: {x: time when they will ring together again}
‘Eq1:36x+40x+48x=720’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(36*x+40*x+48*x,720)
solve(Eq1,x)
# end of Python Sympy
Answer: D",
249,"While selling a watch, a shopkeeper gives a discount of 5%. If he gives a discount of 7%, he earns Rs. 15 less as profit. The marked price of the watch is:A)Rs. 697.50, B)Rs. 712.50, C)Rs. 787.50, D)Rs. 750, E)Rs. 780",D,"
Mapping: {x: marked price of the watch}
‘Eq1:0.95*x-0.93*x=15’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(0.95*x-0.93*x,15)
solve(Eq1,x)
# end of Python Sympy
Answer: C",
250,"A man divides Rs 8600 among 5 sons, 4 daughters and 2 nephews. If each daughter receives four times as much as each nephew, and each son receives five as much as each nephew. How much does each daughter receive ?A)Rs 400, B)Rs 500, C)Rs 600, D)Rs 700, E)Rs 800",E,"
Mapping: {x: amount each daughter receives}
‘Eq1:x=4*(8600/(5+4+2))’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,4*(8600/(5+4+2)))
solve(Eq1,x)
# end of Python Sympy
Answer: A",
251,"Suppose for any real number x, [x] denotes the greatest integer less than or equal to x. Let L(x,y) = [x] + [y] + [x + y] and R(x,y) = [2x] + [2y]. Then it is impossible to find any two positive real numbers x and y for whichA)L(x,y) = R(x,y), B)L(x,y) ≠ R(x,y), C)L(x,y) < R(x,y), D)L(x,y) < R(x,y), E)None",D,"
Mapping: {x: real number, y: real number}
‘Eq1: [x] + [y] + [x + y] - ([2x] + [2y]) = 0’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq([x] + [y] + [x + y] - ([2x] + [2y]),0)
solve(Eq1,(x,y))
# end of Python Sympy
Answer: B",
252,"A coin made of alloy of aluminum and silver measures 2 x 15 mm (it is 2 mm thick and its diameter is 15 mm). If the weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver, what will be the weight of a coin measuring 1 x 30 mm made of pure aluminum if silver is twice as heavy as aluminum?A)36 grams, B)40 grams, C)42 grams, D)48 grams, E)50 grams",B,"
Mapping: {x: weight of a coin measuring 1 x 30 mm made of pure aluminum}
‘Eq1:x=(30*15*2)/(30*1)’
# using Python Sympy to solve for unknowns
from sympy import *
x = symbols('x')
Eq1 = Eq(x,(30*15*2)/(30*1))
solve(Eq1,x)
# end of Python Sympy
Answer: D",
253,"For bringing each copper coin from the bottom of a river, a coin-diver gets 20 cents, and for each brass coin she gets 25 cents. If after one dive, she got $3.40. What is the minimum number of copper coins that she brought?A)4, B)3, C)2, D)1, E)0",C,"
Mapping: {x: number of copper coins, y: number of brass coins}
‘Eq1:20*x+25*y=340’
# using Python Sympy to solve for unknowns
from sympy import *
x,y = symbols('x, y')
Eq1 = Eq(20*x+25*y,340)
solve(Eq1,x)
# end of Python Sympy
Answer: A",
