,question,answer,response,tokens,logprobs,mapping,response_answer
20, For the school bake sale Katie made pastries. She baked 7 cupcakes and 5 cookies. After the sale she had 8 to take back home. How many pastries did she sell? ,4.0," Katie baked 7 cupcakes and 5 cookies. So she had 7 + 5 = 12 pastries. After the sale, she had 8 pastries left. So she must have sold 12 - 8 = 4 pastries. The answer is 4.","[' Katie', ' baked', ' 7', ' cup', 'cakes', ' and', ' 5', ' cookies', '.', ' So', ' she', ' had', ' 7', ' +', ' 5', ' =', ' 12', ' past', 'ries', '.', ' After', ' the', ' sale', ',', ' she', ' had', ' 8', ' past', 'ries', ' left', '.', ' So', ' she', ' must', ' have', ' sold', ' 12', ' -', ' 8', ' =', ' 4', ' past', 'ries', '.', ' The', ' answer', ' is', ' 4', '.']","[-0.49998504, -1.263286, -0.48394817, -0.0024462610000000004, -0.00014098797999999998, -0.0042918227000000005, -0.0015816817, -9.139247e-05, -0.37844154, -1.0819051, -0.048859186000000006, -0.3408172, -0.21754779999999999, -0.01992997, -5.026076500000001e-05, -0.0008695453, -0.0001492143, -0.11079552000000001, -3.883893e-06, -0.7489069700000001, -0.35788664000000003, -0.011935936000000001, -4.6921985e-05, -0.50659394, -0.008195657, -0.0103009, -0.08743309, -0.35360065, -0.00011952760000000001, -0.27106634, -0.26434663, -0.0395601, -0.032364313, -0.17223763, -0.00052377454, -0.00031632424, -0.0067218486, -0.0043609063, -0.0002423942, -0.059293233, -0.0018381217, -0.022003297, -2.2006430000000002e-05, -0.043964114000000006, -0.34693283, -2.7371756000000004e-05, -4.601021399999999e-06, -0.00022325604999999998, -0.0051023755]",,4.0
21, Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. How many pictures does she still have to color? ,68.0, Zoe bought two coloring books. One had 44 pictures and the other had 44. After one week she had already colored 20 of the pictures. She would have 44 - 20 = 24 pictures left to color.,"[' Zoe', ' bought', ' two', ' coloring', ' books', '.', ' One', ' had', ' 44', ' pictures', ' and', ' the', ' other', ' had', ' 44', '.', ' After', ' one', ' week', ' she', ' had', ' already', ' colored', ' 20', ' of', ' the', ' pictures', '.', ' She', ' would', ' have', ' 44', ' -', ' 20', ' =', ' 24', ' pictures', ' left', ' to', ' color', '.']","[-0.2692487, -0.44241932, -0.10284886500000001, -0.013581626000000001, -0.0007042508000000001, -0.35423237, -0.26552117000000003, -0.034856293, -1.8601541999999999e-06, -0.00049634156, -0.021533512, -0.0040491730000000005, -0.00023977255, -0.005875333, -0.0036409232, -0.005552221, -0.59567404, -0.01564484, -3.0707724e-05, -0.040910203, -0.008453857, -0.017459316000000003, -0.0018443328, -0.00052771124, -0.0036222578, -0.0005777479000000001, -0.0003742193, -0.0047369925, -0.9006033, -0.51621574, -0.053766575000000004, -0.05143892, -0.31725863, -0.00015290884999999999, -0.04775737, -0.0029742417, -0.09680382, -0.029753532000000003, -0.05176911, -0.00010235965999999999, -0.05520461]",,24.0
22," John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with? ",6.0," John started with 21 games. He bought 8 more at a garage sale. So he had 21 + 8 = 29 games. If 23 of them didn't work, then he had 29 - 23 = 6 good games.","[' John', ' started', ' with', ' 21', ' games', '.', ' He', ' bought', ' 8', ' more', ' at', ' a', ' garage', ' sale', '.', ' So', ' he', ' had', ' 21', ' +', ' 8', ' =', ' 29', ' games', '.', ' If', ' 23', ' of', ' them', ' didn', ""'t"", ' work', ',', ' then', ' he', ' had', ' 29', ' -', ' 23', ' =', ' 6', ' good', ' games', '.']","[-1.2911981, -0.95729107, -0.0318686, -0.07841044, -0.0070528984, -0.48094577, -0.69072735, -0.036378518000000006, -6.38515e-05, -0.0025275864, -1.012701, -0.049385585, -8.006670000000001e-05, -0.00023273456, -0.025146065000000002, -0.04971698, -0.013700965, -0.028209427000000002, -0.15029868, -0.0044446005000000005, -6.2699432e-06, -0.011281733, -1.1278585e-05, -0.11004862, -0.065750256, -0.78737944, -6.13453e-05, -0.5060994, -0.22570585, -0.52475935, -2.7251614000000003e-05, -1.1430257999999999e-06, -0.0006299322, -0.29126638, -0.066116795, -0.1519954, -0.0005112539, -1.3185924000000001e-05, -0.00017413269, -0.0019557045, -0.0014841962, -0.39833674, -0.00014980942, -0.036299895000000006]",,6.0
23, Henry had 11 dollars. For his birthday he got 18 more dollars but spent 10 on a new game. How much money does he have now? ,19.0, Henry had 11 dollars. He got 18 more dollars. So he had 11 + 18 = 29 dollars. But he spent 10 dollars on a new game. So he has 29 - 10 = 19 dollars now.,"[' Henry', ' had', ' 11', ' dollars', '.', ' He', ' got', ' 18', ' more', ' dollars', '.', ' So', ' he', ' had', ' 11', ' +', ' 18', ' =', ' 29', ' dollars', '.', ' But', ' he', ' spent', ' 10', ' dollars', ' on', ' a', ' new', ' game', '.', ' So', ' he', ' has', ' 29', ' -', ' 10', ' =', ' 19', ' dollars', ' now', '.']","[-0.2619402, -0.29026163, -0.007988831, -0.0007833443, -0.21459985, -0.75021374, -0.008534949, -0.0025330249, -0.025346687000000003, -0.25863022, -0.85414785, -0.804986, -0.11538907, -0.6599910999999999, -0.0025216101, -0.010080447000000001, -8.972073000000001e-05, -0.028195817, -0.00015434122, -0.06921742, -0.007518992, -0.11379095, -0.21256952, -0.022514328, -6.21807e-05, -0.56515974, -0.10710417, -0.035125114, -0.25142458, -1.4974988000000002e-05, -0.019736629000000002, -0.001266938, -0.0788629, -0.094467096, -0.00065039104, -0.0016270541, -0.00013860193, -0.0067166276, -0.00013371343, -0.017358696, -0.7564953, -3.6195077e-05]",,19.0
24," While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have? ",55.0," Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, she would have 41 - 15 = 26 pictures from the zoo and 29 - 15 = 14 pictures from the museum. In total, she would have 26 + 14 = 40 pictures from her vacation.","[' G', 'wen', ' took', ' 41', ' pictures', ' at', ' the', ' zoo', ' and', ' 29', ' at', ' the', ' museum', '.', ' If', ' she', ' later', ' deleted', ' 15', ' of', ' the', ' pictures', ',', ' she', ' would', ' have', ' 41', ' -', ' 15', ' =', ' 26', ' pictures', ' from', ' the', ' zoo', ' and', ' 29', ' -', ' 15', ' =', ' 14', ' pictures', ' from', ' the', ' museum', '.', ' In', ' total', ',', ' she', ' would', ' have', ' 26', ' +', ' 14', ' =', ' 40', ' pictures', ' from', ' her', ' vacation', '.']","[-0.47302973000000004, -2.1051823000000004e-05, -0.5683173, -0.008196258, -0.005787381, -0.0058112424000000005, -4.0365510000000006e-05, -0.00055448717, -0.023746258000000003, -0.00028699140000000003, -0.054590360000000004, -1.4497215500000001e-05, -9.866513e-05, -0.38619757, -1.0472993, -0.009845301, -0.17077892, -0.00047231206999999995, -2.0696069000000002e-05, -0.16987951, -0.0038706076, -0.00027780765, -0.00047529322999999995, -0.055426978, -0.013128039000000001, -0.1001251, -0.035356652, -0.7450204500000001, -0.0015918294, -0.079357706, -0.00039950277999999996, -0.14762263, -0.063251734, -0.006735231, -8.137612000000001e-05, -0.10155054000000001, -0.001316832, -0.00015863274, -0.0047174096, -0.0035641724, -0.0036238134, -0.007822911, -0.00010474478, -6.373136e-05, -0.00018128614, -0.033765335, -1.3760612, -4.4896380000000005e-05, -0.24646321000000002, -0.0022910421, -0.0055405926, -0.009990744000000001, -0.0022188139, -0.0067526316000000005, -0.0011554011, -0.0014639635000000002, -0.0015379826, -0.0026867897, -0.11193349, -3.1662330000000006e-05, -2.1291178e-05, -0.00030881130000000003]",,40.0
25," Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash? ",34.0," Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts. In total, that is 40 + 23 = 63 shirts. If he only washed 29, then that means he did not wash 63 - 29 = 34 shirts. The answer is 34.","[' Sam', ' had', ' to', ' wash', ' 40', ' short', ' sleeve', ' shirts', ' and', ' 23', ' long', ' sleeve', ' shirts', '.', ' In', ' total', ',', ' that', ' is', ' 40', ' +', ' 23', ' =', ' 63', ' shirts', '.', ' If', ' he', ' only', ' washed', ' 29', ',', ' then', ' that', ' means', ' he', ' did', ' not', ' wash', ' 63', ' -', ' 29', ' =', ' 34', ' shirts', '.', ' The', ' answer', ' is', ' 34', '.']","[-1.0141363, -0.1850958, -0.10378666, -0.0028226452, -0.09130234, -0.37515232, -0.007007399, -0.010732483000000001, -0.03271073, -0.00014980942, -0.00032038015, -3.6074933e-05, -0.00011595039499999999, -0.50471544, -0.9184812, -0.0013632642, -0.20956802, -0.29821318, -0.056851465000000004, -0.16988444, -0.0010636855, -1.9860674000000003e-05, -0.0036661090000000003, -6.0633804e-05, -0.28342417000000003, -0.029688938, -0.39057729999999996, -0.091945596, -0.40537035, -0.015240854000000002, -2.9996223000000002e-05, -0.69048494, -0.47651646000000003, -0.7280066, -0.019721678000000003, -0.2598431, -0.19300771, -4.6684505e-05, -0.00019595257, -0.010873533000000001, -0.008378182000000001, -0.00016900577, -0.0023559825, -0.00015553238, -0.004499325, -0.0021787325000000002, -0.15523413, -2.9159892e-05, -1.6045058000000002e-05, -0.0019219066000000001, -0.055469126]",,34.0
26, A pet store had 12 siamese cats and 20 house cats. During a sale they sold 20 cats. How many cats do they have left? ,12.0, The pet store had 12 siamese cats and 20 house cats. They sold 20 cats in total. So they have 12 + 20 - 20 = 12 cats left. The answer is 12.,"[' The', ' pet', ' store', ' had', ' 12', ' si', 'ames', 'e', ' cats', ' and', ' 20', ' house', ' cats', '.', ' They', ' sold', ' 20', ' cats', ' in', ' total', '.', ' So', ' they', ' have', ' 12', ' +', ' 20', ' -', ' 20', ' =', ' 12', ' cats', ' left', '.', ' The', ' answer', ' is', ' 12', '.']","[-1.2765332, -0.12150634, -0.0006976896499999999, -0.6382475, -0.2791533, -0.118718654, 0.0, -6.9861335e-06, -0.007930191, -0.004684892, -1.9741461e-05, -0.0001526695, -0.0013575347, -0.31172338, -0.8911916999999999, -0.0042909854, -0.33337018, -0.040642176, -0.47527042, -0.0002429912, -0.034512024, -0.10668383000000001, -0.0069324914, -0.104801185, -0.34174806, -0.016464295, -1.4974988000000002e-05, -2.9311613999999997e-06, -0.00010998995999999999, -0.0019070356, -0.00012608219, -0.0067251488000000005, -0.014509254000000001, -0.00074033445, -0.18660852, -0.00010844023999999999, -2.8138237999999996e-06, -3.7386224000000004e-05, -0.0027227080000000003]",,12.0
27," Faye and her mom were picking carrots from their garden. Faye picked 23 and her mother picked 5. If only 12 of the carrots were good, how many bad carrots did they have? ",16.0," Faye picked 23 carrots and her mother picked 5. In total, they had 23 + 5 = 28 carrots. If 12 of them were good, then that means 28 - 12 = 16 carrots were bad. The answer is 16.","[' Fay', 'e', ' picked', ' 23', ' carrots', ' and', ' her', ' mother', ' picked', ' 5', '.', ' In', ' total', ',', ' they', ' had', ' 23', ' +', ' 5', ' =', ' 28', ' carrots', '.', ' If', ' 12', ' of', ' them', ' were', ' good', ',', ' then', ' that', ' means', ' 28', ' -', ' 12', ' =', ' 16', ' carrots', ' were', ' bad', '.', ' The', ' answer', ' is', ' 16', '.']","[-0.3673006, -0.001339094, -0.71952826, -3.1781543000000005e-05, -0.017212484, -0.53551257, -0.00019821845999999998, -0.30242825, -0.00070592255, -0.0006744853, -0.71141046, -1.1238408, -1.4974988000000002e-05, -0.32981128, -0.007042815, -0.13367082, -0.0044972883, -0.004166838, -2.2126573000000002e-05, -0.01004884, -0.00024144053, -0.0012220555, -8.8290224e-05, -1.0068105, -0.46581409999999995, -0.19368744000000002, -0.13980427, -0.0002905667, -9.9022756e-05, -0.0067103878, -0.47997728, -0.16485395, -0.12298504, -0.7997945999999999, -7.887273400000001e-05, -5.5983720000000005e-05, -0.0028447625, -0.00059283763, -0.22332847, -2.5583630000000002e-05, -4.6086590000000006e-05, -3.333313e-05, -0.011608269000000001, -4.573365e-05, -4.838501e-06, -6.408898e-05, -0.0091472315]",,16.0
28," The school cafeteria ordered 43 red apples and 32 green apples for students lunches. But, if only 2 students wanted fruit, how many extra did the cafeteria end up with? ",73.0," The school cafeteria ordered 43 red apples and 32 green apples. But if only 2 students wanted fruit, the cafeteria would have 43 + 32 - 2 = 73 apples. The answer is 73.","[' The', ' school', ' cafeteria', ' ordered', ' 43', ' red', ' apples', ' and', ' 32', ' green', ' apples', '.', ' But', ' if', ' only', ' 2', ' students', ' wanted', ' fruit', ',', ' the', ' cafeteria', ' would', ' have', ' 43', ' +', ' 32', ' -', ' 2', ' =', ' 73', ' apples', '.', ' The', ' answer', ' is', ' 73', '.']","[-0.96414113, -0.107686944, -0.09505156000000001, -0.16029902000000001, -0.09410738, -0.034843083000000004, -0.0001229837, -0.0025456338, -0.0024317438, -0.00017007865, -3.8577375e-05, -0.6505194, -0.24022377, -0.37291536000000003, -0.02738264, -0.000802015, -0.0054964820000000005, -0.002918468, -0.13463216, -0.005967788000000001, -0.6677268, -0.35435742000000003, -0.0013932897, -0.095018715, -0.23695657, -0.001669144, -9.890355000000001e-05, -0.00040522762, -0.0066386214, -0.037827110000000004, -0.0012829900000000001, -0.17222716, -0.0047201635, -0.2994793, -0.00039127363999999997, -0.00015720222999999998, -0.0018716832000000001, -0.08277752000000001]",,73.0
29," There were 39 girls and 4 boys trying out for the schools basketball team. If only 26 of them got called back, how many students didn't make the cut? ",17.0," There were a total of 39 + 4 = 43 students trying out. If 26 of them got called back, then 43 - 26 = 17 students did not make the cut.","[' There', ' were', ' a', ' total', ' of', ' 39', ' +', ' 4', ' =', ' 43', ' students', ' trying', ' out', '.', ' If', ' 26', ' of', ' them', ' got', ' called', ' back', ',', ' then', ' 43', ' -', ' 26', ' =', ' 17', ' students', ' did', ' not', ' make', ' the', ' cut', '.']","[-0.42718706, -0.030280212, -0.91528493, -0.00018366938, -0.0002974855, -0.08791446, -0.026897645, -0.00025252788, -0.0028276660000000004, -0.00272259, -0.004037323000000001, -0.49789239999999996, -0.00020441732, -0.23724465, -0.53355354, -0.02440444, -0.68195456, -0.0003083335, -0.33119988, -0.00023702794, -0.00022087280999999998, -0.0013411234, -0.14847262, -0.13389465, -0.0022602158, -1.0204763e-05, -0.03701249, -0.0011598184, -0.6145497999999999, -0.7600667999999999, -0.0002396524, -0.0039538424, -0.00045322927, -0.00043641242999999997, -0.0019706949]",,17.0
30, A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left? ,18.0, The pet store had 38 siamese cats and 25 house cats. That is a total of 38 + 25 = 63 cats. They sold 45 cats during the sale. So they have 63 - 45 = 18 cats left.,"[' The', ' pet', ' store', ' had', ' 38', ' si', 'ames', 'e', ' cats', ' and', ' 25', ' house', ' cats', '.', ' That', ' is', ' a', ' total', ' of', ' 38', ' +', ' 25', ' =', ' 63', ' cats', '.', ' They', ' sold', ' 45', ' cats', ' during', ' the', ' sale', '.', ' So', ' they', ' have', ' 63', ' -', ' 45', ' =', ' 18', ' cats', ' left', '.']","[-1.0868673, -0.06289368000000001, -0.0014859862, -0.6159344, -0.06755883, -0.5861202, -6.827631999999999e-08, -9.966347e-06, -0.0061307154, -0.0047476540000000005, -1.7236207000000002e-05, -0.00040474985, -0.0016412033, -0.35144225, -1.5220625, -0.36638284, -0.17182207, -0.0006610081000000001, -0.0005269960000000001, -0.33743554000000003, -0.026773052000000002, -0.00010045138999999999, -0.00025217026, -9.055800000000001e-05, -0.02686948, -0.005429059, -0.7682002, -0.010208943, -0.01677428, -0.043765698000000006, -0.32959703, -0.21182352000000002, -3.0234640000000003e-05, -0.10358909999999999, -0.18343012, -0.20638672, -0.055396613000000004, -0.005074579300000001, -0.004320318, -1.1753544e-05, -0.018611502000000002, -0.00018951340000000001, -0.0136503875, -0.05148184, -0.0012675322]",,18.0
31, For the school bake sale Paige made pastries. She baked 36 cupcakes and 9 cookies. After the sale she had 4 to take back home. How many pastries did she sell? ,41.0," Paige baked a total of 36 cupcakes and 9 cookies. After the sale she had 4 pastries left, which means she sold a total of 36 + 9 - 4 pastries. The answer is 41.","[' Paige', ' baked', ' a', ' total', ' of', ' 36', ' cup', 'cakes', ' and', ' 9', ' cookies', '.', ' After', ' the', ' sale', ' she', ' had', ' 4', ' past', 'ries', ' left', ',', ' which', ' means', ' she', ' sold', ' a', ' total', ' of', ' 36', ' +', ' 9', ' -', ' 4', ' past', 'ries', '.', ' The', ' answer', ' is', ' 41', '.']","[-0.42616618, -1.2725635, -0.25813836, -1.0444119e-05, -0.00019070739, -0.4418066, -0.16259676, -1.7119806e-05, -0.01898284, -0.00021610259, -1.4497215500000001e-05, -0.104193404, -0.45555738, -0.0036269834, -0.00010080994999999999, -0.51826346, -0.009039505, -0.0010694131, -0.6546268, -9.127325000000001e-05, -0.20650849000000002, -0.7863089, -0.5238347, -0.001256612, -0.005395737, -0.008000188, -0.14483884, -0.00011821817, -3.690939e-05, -0.06586739400000001, -0.064935856, -0.00025717983999999996, -1.6282536e-05, -0.003970958, -0.7294265999999999, -4.46589e-05, -0.00015767907, -0.05593874, -6.6829845e-05, -2.5744682e-06, -0.013703805000000001, -0.0050150324]",,41.0
32, Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7.0, Carol started with 17 points. Then she scored 6 more points. So she had 17 + 6 = 23 points. In the last round she lost 16 points. So she had 23 - 16 = 7 points. The answer is 7.,"[' Carol', ' started', ' with', ' 17', ' points', '.', ' Then', ' she', ' scored', ' 6', ' more', ' points', '.', ' So', ' she', ' had', ' 17', ' +', ' 6', ' =', ' 23', ' points', '.', ' In', ' the', ' last', ' round', ' she', ' lost', ' 16', ' points', '.', ' So', ' she', ' had', ' 23', ' -', ' 16', ' =', ' 7', ' points', '.', ' The', ' answer', ' is', ' 7', '.']","[-0.22176217, -0.8513432999999999, -0.04098447, -0.031144932000000004, -0.00026493028, -0.032412577000000005, -0.48536009999999996, -0.0021310651, -1.07846, -2.5941252000000004e-05, -0.20630027, -0.49520636, -0.043773606, -0.23777238, -0.0069730673, -0.00301645, -0.10620873, -0.0026374245, -2.0218295000000002e-05, -0.0069018230000000005, -1.2351458e-05, -0.05693027, -0.0037641048, -1.1514713, -2.0966954e-06, -0.00030773747, -0.0008474128599999999, -0.37532198, -0.000812037, -2.4032974e-05, -0.010880883000000001, -0.024189785000000002, -0.016291313, -0.29769215, -0.023063434, -5.7891062e-05, -0.00094543246, -0.00032383628, -0.008056006000000001, -0.0024316246, -0.03468578, -0.44797245, -0.041117676000000006, -1.3661821000000001e-05, -3.883893e-06, -0.00016733872999999999, -0.05082953]",,7.0
